,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
158,2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2016-01-19,0.6653297,,0.7417333,0.6795019,0.65974116,0.65276325,0.6362174,0.6515824,,0.6865883,0.7020473,0.6746533,0.7133405,0.7014348,0.6699108,0.6310316,,,0.704546,0.71061176,0.697894,0.726269,0.6978411,0.63195026,0.6518659,,,0.74998385,0.76316893,,0.69920236,0.68211913,0.63189155,,,,0.77019936,0.7511563,0.7165442,0.6714344,0.6801558,0.6424175,,,,0.8003776,0.7813596,0.6446657,0.58636504,0.6325472,0.65106094,,,,0.7758033,0.7814311,0.7233615,0.6068202,0.63568205,,,,,0.7678843,0.8198957,0.65132296,0.51284325,,,,,
160,2016-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2016-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2016-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2016-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2016-02-23,0.034365945,0.03315318,0.03725298,0.03301092,0.020603467,0.010745403,0.018923737,0.01931122,0.022581631,0.03917419,0.0353736,0.03686101,0.034084085,0.011076805,,,,,0.044389173,0.040010784,0.039414853,0.0030825925,,,,,,0.04252873,0.038964923,0.020928236,,,,,,,0.02872554,0.024826024,0.0097579425,0.0001109362,,,,,,0.016105857,0.011578299,0.0022265848,0.002334111,,,,,,,0.0013023546,0.0011640413,0.004479675,0.0053629573,0.0048197983,,,,,,0.011970427,0.0088920845,,,,,
165,2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2016-03-22,0.46152246,0.48341474,0.47788098,0.49232635,0.5023264,0.5121183,0.5218062,0.45701167,0.45511407,0.46675888,0.48080415,0.48667663,0.51222944,0.49702704,0.48001954,0.51331943,0.47743014,0.45493338,0.4769692,0.50436306,0.50100714,0.49396807,0.44967484,0.4416886,0.48879465,0.47474286,0.45265958,0.5238335,0.53606784,0.5231193,0.4626231,0.44122472,0.45163444,0.48869345,0.46540862,0.45581186,0.53723097,0.5269142,0.49602416,0.47300056,0.46112368,0.47575876,0.4808764,0.45232534,0.45978644,0.5575162,0.5480479,0.4722239,0.46151894,0.46272737,0.49088922,0.4875902,0.4562839,0.4478787,0.54884714,0.545153,0.50748056,0.4524435,0.4549416,0.48358008,0.47993723,0.44767064,0.43988454,0.55765855,0.57285357,0.46698657,0.4300162,0.476291,0.45274252,0.4499476,0.4309937,0.42869902
169,2016-03-29,0.46152246,0.48341474,0.47788098,0.49232635,0.5023264,0.5121183,0.5218062,0.45701167,0.45511407,0.46675888,0.48080415,0.48667663,0.51222944,0.49702704,0.48001954,0.51331943,0.47743014,0.45493338,0.4769692,0.50436306,0.50100714,0.49396807,0.44967484,0.4416886,0.48879465,0.47474286,0.45265958,0.5238335,0.53606784,0.5231193,0.4626231,0.44122472,0.45163444,0.48869345,0.46540862,0.45581186,0.53723097,0.5269142,0.49602416,0.47300056,0.46112368,0.47575876,0.4808764,0.45232534,0.45978644,0.5575162,0.5480479,0.4722239,0.46151894,0.46272737,0.49088922,0.4875902,0.4562839,0.4478787,0.54884714,0.545153,0.50748056,0.4524435,0.4549416,0.48358008,0.47993723,0.44767064,0.43988454,0.55765855,0.57285357,0.46698657,0.4300162,0.476291,0.45274252,0.4499476,0.4309937,0.42869902
170,2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2016-04-12,0.6568931,0.653099,0.6320162,0.6303424,0.60510427,0.58660096,0.5828045,0.56739086,0.5516989,0.6415371,0.6503342,0.64002395,0.62142044,0.5751906,0.548167,0.5700436,0.5620409,0.5500744,0.6185862,0.63510174,0.62297827,0.5995709,0.5318439,0.5029158,0.5652534,0.5435678,0.5307591,0.6164707,0.63674873,0.6211737,0.5393697,0.5115697,0.517061,0.5576402,0.5352684,0.52275074,0.6187176,0.6428318,0.62566406,0.5314951,0.51761264,0.54098856,0.5473629,0.5330826,0.51732004,0.5658736,0.5952664,0.57835555,0.5075583,0.50936383,0.53834635,0.5501602,0.5506503,0.5371804,0.5367193,0.58430165,0.5959462,0.47814417,0.49335942,0.530804,0.5611479,0.5755451,0.5661008,0.5217528,0.5626183,0.5613657,0.5305861,0.4958342,0.5152858,0.5396259,0.5660039,0.5818227
172,2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2016-04-26,0.72713333,0.7331381,0.718363,0.7055425,0.67331153,0.6510435,0.66935235,0.6893971,0.7257865,0.73432666,0.74168587,0.73735666,0.7099659,0.6598601,0.6627695,0.68915564,0.72210306,0.7486481,0.7433243,0.74440235,0.7409665,0.70406455,0.65195066,0.6662127,0.72607833,0.74726784,0.772636,0.75931484,0.7543479,0.7452331,0.6705204,0.6659504,0.6982685,0.72287923,0.7102532,0.7900428,0.7874851,0.7800266,0.7657674,0.6988887,0.70491135,0.72632706,0.6645817,0.6448772,0.72252077,0.7925289,0.78469425,0.77543926,0.72979563,0.743692,0.7582489,0.67738545,0.65193784,0.69736385,0.826896,0.8234003,0.8340391,0.75860316,0.76000357,0.7599194,0.7108542,0.67317355,0.67750716,0.83328205,0.8234935,0.82392645,0.813302,0.78549635,0.76960105,0.7311164,0.6724583,0.6810482
174,2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2016-05-10,0.38898376,0.3923862,0.51029646,1.0,,,1.0,0.6799515,0.371915,0.4797116,0.5338389,0.7605029,1.0,,,,0.6039272,0.3034706,0.7574763,0.7900653,0.94584674,0.58284736,0.52001584,0.7031905,0.96695024,0.42299867,0.23401603,0.94501495,0.769207,0.7054686,0.57681143,0.5498049,0.7560398,0.7614592,0.34952372,0.19084722,0.94358367,0.7544113,0.6810337,0.673256,0.6965828,0.9520054,0.59334505,0.29773733,0.16558717,0.9927234,0.81196594,0.7123745,0.722962,0.75704527,0.73055494,0.40061283,0.2084816,,0.9058932,0.72362,0.65335464,,,0.64549834,0.39059338,0.20195511,0.13974448,0.97040796,0.77530056,0.6785942,0.78862184,0.80637974,0.55138564,0.38779622,0.29072666,0.21235271
176,2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2016-05-31,0.772563,0.7920545,0.77885866,0.755137,0.6522101,0.6146729,0.7172972,0.7334259,0.7664228,0.76089346,0.76773894,0.7649266,0.7340631,0.5885237,0.5820314,0.6897181,0.76101506,0.7840551,0.7505235,0.760574,0.78662586,0.6841001,0.5585918,0.55489725,0.69003433,0.7575836,0.77472824,0.7683692,0.77059376,0.77641726,0.57879007,0.5345361,0.57335943,0.68127894,0.69809896,0.7033951,0.69986176,0.713328,0.70813465,0.5261902,0.52515954,0.5671537,0.63247013,0.63117933,0.6414664,0.6264694,0.6388293,0.53382176,0.47807598,0.4956806,0.553904,0.5961401,0.589547,0.5866881,0.5828165,0.5984741,0.58284014,0.5010653,0.5296674,0.56130123,0.5823787,0.5834084,0.5770671,0.6186868,0.6132862,0.5973439,0.5593703,0.532746,0.5438013,0.5535941,0.5633956,0.5637172
179,2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2016-06-14,0.8207572,0.82178366,0.81328964,0.79239213,0.6912367,0.6946664,0.79797053,0.82240146,0.827792,0.82128537,0.8208144,0.8188335,0.784679,0.6180776,0.6348779,0.78275824,0.8209306,0.82013077,0.82529515,0.81963617,0.81691885,0.7332566,0.5877395,0.62451994,0.7889133,0.8135633,0.81057596,0.8354599,0.8211227,0.81205255,0.66811264,0.59711975,0.65897787,0.80187064,0.8134884,0.81288415,0.82756037,0.82311463,0.78929865,0.64280987,0.65418744,0.7561664,0.79286647,0.80540353,0.8149521,0.82846093,0.8253397,0.71870476,0.6578417,0.7215954,0.77905726,0.80082035,0.7995367,0.8024238,0.8233906,0.8243043,0.7935088,0.7036341,0.73689306,0.77196246,0.7898343,0.7764654,0.78244406,0.79898286,0.7999298,0.77816105,0.7616981,0.7075514,0.74141437,0.749282,0.74526316,0.7661016
181,2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2016-06-28,0.9057953,0.9070505,0.9050329,0.87723553,0.7752684,0.7568075,0.86929774,0.8912214,0.90254366,0.89876306,0.9010504,0.90051883,0.8510749,0.69595975,0.73002636,0.8521024,0.90103036,0.9008669,0.89614135,0.8980948,0.9025989,0.8249317,0.6531104,0.6900856,0.8689482,0.9071227,0.9014937,0.9021249,0.90244144,0.8997281,0.700573,0.67314214,0.71454954,0.89595544,0.9096231,0.9052263,0.9039904,0.90433925,0.880772,0.6937328,0.7190737,0.82706374,0.89942175,0.9066701,0.90946376,0.90331733,0.90500283,0.7971356,0.7040279,0.7842905,0.8562326,0.8938667,0.9089033,0.9069411,0.9049716,0.9069625,0.9015214,0.7731774,0.8201736,0.8521618,0.8868337,0.899252,0.90224874,0.90838647,0.9040928,0.9007047,0.8639434,0.77787954,0.8372127,0.8735703,0.884902,0.90513635
183,2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2016-07-12,0.90144163,0.9020907,0.8998335,0.8721622,0.7925876,0.7826178,0.869798,0.8836928,0.89450157,0.89765936,0.8987889,0.90012383,0.8673086,0.7109055,0.72547114,0.84982085,0.8938292,0.8947323,0.8949664,0.8979555,0.8988094,0.8168912,0.678751,0.7044125,0.8600247,0.9065558,0.89671093,0.9002669,0.90103585,0.89955854,0.7439154,0.688596,0.707659,0.8929632,0.9080452,0.9038933,0.9032992,0.90220785,0.8762896,0.7170423,0.73133236,0.8315892,0.8958377,0.905801,0.9063711,0.9039147,0.9034666,0.8002244,0.716238,0.791132,0.8558656,0.8946948,0.9074408,0.9056869,0.90366775,0.9028158,0.8975631,0.7791389,0.8128858,0.8508757,0.8849172,0.8965536,0.89811635,0.904685,0.90127015,0.89856964,0.866514,0.7869813,0.83788073,0.87414324,0.8870085,0.90211725
185,2016-07-19,0.90144163,0.9020907,0.8998335,0.8721622,0.7925876,0.7826178,0.869798,0.8836928,0.89450157,0.89765936,0.8987889,0.90012383,0.8673086,0.7109055,0.72547114,0.84982085,0.8938292,0.8947323,0.8949664,0.8979555,0.8988094,0.8168912,0.678751,0.7044125,0.8600247,0.9065558,0.89671093,0.9002669,0.90103585,0.89955854,0.7439154,0.688596,0.707659,0.8929632,0.9080452,0.9038933,0.9032992,0.90220785,0.8762896,0.7170423,0.73133236,0.8315892,0.8958377,0.905801,0.9063711,0.9039147,0.9034666,0.8002244,0.716238,0.791132,0.8558656,0.8946948,0.9074408,0.9056869,0.90366775,0.9028158,0.8975631,0.7791389,0.8128858,0.8508757,0.8849172,0.8965536,0.89811635,0.904685,0.90127015,0.89856964,0.866514,0.7869813,0.83788073,0.87414324,0.8870085,0.90211725
186,2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2016-08-02,0.90975106,0.905059,0.9020099,0.8847893,0.79659885,0.79141843,0.86696273,0.88126254,0.88768995,0.8988388,0.8985954,0.898792,0.864811,0.7037788,0.7422219,0.84522045,0.8975991,0.8979025,0.89508545,0.897553,0.8990111,0.839954,0.69597155,0.70669705,0.86202884,,0.89903957,0.90095794,0.9040465,0.89865285,0.75035346,0.71159744,0.74869925,,,,0.9052614,0.90621984,0.8671025,0.7047853,0.7436434,0.8476818,,,0.91347235,0.903272,0.9053913,0.734127,0.64873064,0.773531,,,,,0.9051503,0.90533465,0.8903684,0.70771104,0.8099417,,,,0.90387344,0.9087982,0.90692836,0.89817494,,0.8047756,0.8464953,,,0.9098996
188,2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2016-08-16,0.07784953,0.07031421,0.08814806,0.12366045,0.20914905,0.605692,0.6950481,0.69423205,0.8421194,0.082099244,0.07573669,0.098449335,0.2108166,0.360495,0.6099584,0.4876043,0.579965,0.8577771,0.07024347,0.09155139,0.14018531,0.15791628,0.16497156,0.4048967,0.36185277,0.40077817,0.4508773,0.07523252,0.08717542,0.11686767,0.053579617,0.08515241,0.25917473,0.2916456,0.31367782,0.32516134,0.063468926,0.060073763,0.06460419,0.050508242,0.12315396,0.20029607,0.1850238,0.23292293,0.3770121,0.083408944,0.058847036,0.04705945,0.10180976,0.1925323,0.20705391,0.18460932,0.193677,0.39034075,0.03785859,0.034068007,0.05614928,0.102984436,0.15157183,0.19814138,0.21691982,0.226134,0.50443673,0.029618347,0.042632315,0.075493395,0.09028217,0.120265394,0.20945089,0.26393893,0.31834733,0.45935005
190,2016-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2016-08-30,0.14492388,0.1439956,0.1405131,0.1437364,0.14527203,0.14661513,0.14430675,0.14244847,0.14752546,0.1370572,0.13827905,0.14090426,0.14292304,0.14047924,0.14112552,0.14468043,0.14128375,0.14344399,0.12462579,0.12735651,0.13440832,0.13741389,0.13878968,0.13389274,0.13131222,0.13699587,0.13907416,0.123307504,0.12729983,0.13167837,0.1321352,0.13286746,0.13150778,0.12892427,0.13414094,0.13622127,0.12218434,0.12454634,0.12916607,0.12571266,0.12969166,0.13315837,0.13378297,0.13747567,0.13962777,0.12887555,0.12150601,0.11782041,0.121925615,0.13315473,0.13675597,0.13770474,0.14018409,0.1489543,0.13006862,0.12636256,0.13593167,0.12660469,0.14061491,0.14705731,0.14444113,0.14239189,0.15143648,0.1384381,0.13772826,0.14937234,0.14232697,0.1499673,0.15872651,0.14911136,0.14508833,0.14882451
192,2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2016-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2016-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2016-10-18,0.13153508,0.11377824,0.102594614,0.10062226,0.10166291,0.10358935,0.106778,0.10415343,0.10055185,0.13797641,0.12110543,0.10754716,0.10482593,0.10547379,0.10802202,0.10953245,0.10700892,0.10446276,0.1393148,0.12269393,0.11261483,0.10901004,0.10653914,0.11081529,0.111006804,0.108409755,0.10451195,0.14699532,0.12931351,0.117280886,0.113484725,0.11357539,0.11594591,0.115239196,0.11127416,0.10775819,0.15018937,0.13280763,0.118132375,0.11825355,0.11659555,0.123829536,0.12003667,0.11689841,0.11108633,0.17600821,0.15452677,0.12883283,0.123578526,0.12558377,0.1328574,0.12981537,0.1222661,0.11369768,0.17781094,0.15777116,0.1451304,0.13340855,0.13582288,0.14376263,0.14117067,0.13075621,0.120521456,0.18057308,0.15925352,0.14915065,0.14351554,0.15229103,0.15760165,0.15338728,0.14157923,0.13121037
199,2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2016-11-01,,,,,,,,,,,,,,,,,,,,,,,0.00015114105,,0.0006462004,0.00010686306,,,,,,0.00015282484,,0.001308409,0.0030931048,0.0017754266,,,,,,0.0001097528,0.0043962095,0.0055002603,0.0033657332,,,,,,,,0.0008381836,0.0018362068,,,,,,,0.0025778108,,,,,0.0,,,,,,0.002160683
201,2016-11-08,,,,,,,,,,,,,,,,,,,,,,,0.00015114105,,0.0006462004,0.00010686306,,,,,,0.00015282484,,0.001308409,0.0030931048,0.0017754266,,,,,,0.0001097528,0.0043962095,0.0055002603,0.0033657332,,,,,,,,0.0008381836,0.0018362068,,,,,,,0.0025778108,,,,,0.0,,,,,,0.002160683
202,2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2016-11-22,0.32039398,0.321485,0.32996106,0.36143222,0.38249183,0.4148726,0.43010914,0.37380958,0.37358835,0.33312258,0.33867076,0.34871674,0.39176932,0.3930678,0.3942183,0.39011493,0.3665323,0.35425603,0.3507006,0.36239502,0.3747809,0.4151609,0.39821625,0.39358607,0.37706423,0.3488259,0.33937448,0.4027432,0.42023402,0.4388129,0.39742228,0.40452868,0.39206693,0.37005326,0.328736,0.34243843,0.4289515,0.42642057,0.4235833,0.39788675,0.39600235,0.37538335,0.35074767,0.3319404,0.3391441,0.43326667,0.43401623,0.40559843,0.3901347,0.37482396,0.36643016,0.34729692,0.34383434,0.33264968,0.4328862,0.42258623,0.39233285,0.36225873,0.3686505,0.35958695,0.34275588,0.33913994,0.32634142,0.4294966,0.4263972,0.37253156,0.3516173,0.36535415,0.3563229,0.33673468,0.32853496,0.32680705
204,2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2016-12-06,0.64547443,,,,,,,0.56661594,,,,,,,,,0.56491315,0.6091205,,0.64996845,,,,,0.5108839,0.36809084,,,,,,,,0.43400183,0.49264014,0.5400982,,,,,,0.45470783,0.37240863,0.4074074,0.5677333,,,,,,0.39459628,0.4007321,0.46714196,0.580698,,,,0.42089954,0.37990355,0.3296262,0.39586052,0.35884324,0.5806073,,,,0.4829519,0.34368718,0.37431848,0.35619047,0.29301965,0.5754678
206,2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2016-12-20,,,,,,,,,,,,,,,,,,,,,,,0.5687685,,0.50303805,,0.5800061,,,,,,0.53638095,0.51417625,,,,,,,,,,0.4916817,0.6529824,,,,,,0.43886134,,0.5841542,0.5704437,,,,0.41876498,0.4830121,0.44413584,0.5251836,,0.6401717,,,,0.49549547,0.41958508,,0.50243604,0.47913802,0.61845267
208,2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2017-01-10,,,,,,,0.010596571,0.0045032217,,,,,,,0.0017871057,0.00041941315,0.01104881,,,,,,,,0.012147778,,,,,,,,0.011348551,0.019284587,,,,,,,0.0024533896,0.0070994333,0.010692131,0.0007399627,,,,,,,0.0020491027,,0.00017012253,0.00042004892,,,,,,0.0015899383,,0.00041653396,0.0025037266,,,,,,0.0028107357,,,
211,2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2017-01-24,,,,0.48969778,0.13097242,0.020149482,0.06346438,0.34782347,0.7242175,,,,0.41523507,0.042468097,0.0014809922,0.017274968,0.27890733,,,,,0.15497613,0.004957163,,0.026977185,0.18781684,,0.7933065,,0.713321,0.0057227034,,,0.10287361,0.38592008,,0.6980919,0.64850503,0.44561145,,,,0.18100224,,,0.6932271,0.74664927,0.03499288,,,,,,,0.5271128,0.68946517,0.36821803,,,,,,,0.54294723,0.7742591,0.12896341,,,,,,
213,2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2017-02-07,0.109300405,0.1666109,0.24216302,0.23249896,0.20977026,0.21524997,0.12809332,0.068035536,0.052281242,0.11828198,0.18866229,0.2326313,0.22177687,0.22128312,0.1726565,0.11634062,0.07783699,0.05528575,0.123191044,0.16245732,0.18361153,0.1969925,0.17972624,0.14552051,0.116102554,0.09278252,0.06334607,0.12062418,0.13412902,0.1661501,0.13866824,0.14903064,0.14741985,0.13281855,0.11048228,0.08450829,0.10356842,0.110330194,0.13613239,0.120588616,0.14560682,0.15817182,0.13992783,0.12005749,0.108822994,0.07049265,0.080298126,0.1319252,0.13248368,0.16303955,0.1657098,0.14034277,0.12767917,0.12354726,0.062004868,0.07071654,0.119564,0.15665488,0.16499576,0.16879416,0.15823124,0.14418931,0.1323739,0.0633563,0.087754615,0.1323358,0.14778754,0.15701608,0.17653188,0.18086895,0.14874087,0.13714652
215,2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2017-02-21,0.12662138,0.1428013,0.15721777,0.16413115,0.17529778,0.18622392,0.18760343,0.18496826,0.1935393,0.11894862,0.13413201,0.15328652,0.14511514,0.1554623,0.16250095,0.1617752,0.16180335,0.17294644,0.103446454,0.114083245,0.13807502,0.12547047,0.13756707,0.14650053,0.1456208,0.14789398,0.15322727,0.09204701,0.10895939,0.11241286,0.11025888,0.12359627,0.1381264,0.13877264,0.14151952,0.14706138,0.082857445,0.09706371,0.10223507,0.10313493,0.11327893,0.12930174,0.13487634,0.14642975,0.16006705,0.06221329,0.070506394,0.08498028,0.09617485,0.10466857,0.119624175,0.12569387,0.1381986,0.14198045,0.05895318,0.06773687,0.06939865,0.09163022,0.09933309,0.103855334,0.111011006,0.1216098,0.123544514,0.057658963,0.0675117,0.066491164,0.07364481,0.10276665,0.10036086,0.105403095,0.11087359,0.11167634
217,2017-02-28,0.12662138,0.1428013,0.15721777,0.16413115,0.17529778,0.18622392,0.18760343,0.18496826,0.1935393,0.11894862,0.13413201,0.15328652,0.14511514,0.1554623,0.16250095,0.1617752,0.16180335,0.17294644,0.103446454,0.114083245,0.13807502,0.12547047,0.13756707,0.14650053,0.1456208,0.14789398,0.15322727,0.09204701,0.10895939,0.11241286,0.11025888,0.12359627,0.1381264,0.13877264,0.14151952,0.14706138,0.082857445,0.09706371,0.10223507,0.10313493,0.11327893,0.12930174,0.13487634,0.14642975,0.16006705,0.06221329,0.070506394,0.08498028,0.09617485,0.10466857,0.119624175,0.12569387,0.1381986,0.14198045,0.05895318,0.06773687,0.06939865,0.09163022,0.09933309,0.103855334,0.111011006,0.1216098,0.123544514,0.057658963,0.0675117,0.066491164,0.07364481,0.10276665,0.10036086,0.105403095,0.11087359,0.11167634
218,2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2017-03-14,0.5998703,0.6384596,0.64376706,0.59781444,0.5182931,0.5013665,0.54032725,0.519083,0.58275956,0.6196629,0.6324911,0.638687,0.61393183,0.47769716,0.47870395,0.5452484,0.5524633,0.59344405,0.6637243,0.6820297,0.67154574,0.5651175,0.453805,0.451148,0.49638784,0.5252224,0.5947338,0.7036058,0.7169253,0.708476,0.47281986,0.44364375,0.46195075,0.54245806,0.5386746,0.60294634,0.7209045,0.6933947,0.60000694,0.45762044,0.43997276,0.4777846,0.51903087,0.55268943,0.58942753,0.7546077,0.7251476,0.49376595,0.4291385,0.45480162,0.47246101,0.50128525,0.5627706,0.57462686,0.7183047,0.72280324,0.6174964,0.4366389,0.46615607,0.49022606,0.51271814,0.5268094,0.5640333,0.7288969,0.7705592,0.52198076,0.46543813,0.51879036,0.5112745,0.5041801,0.5214605,0.5561464
220,2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2017-03-28,0.5151006,0.5475548,0.5363019,0.5375819,0.47780335,0.48351648,0.518288,0.4712356,0.500023,0.5313867,0.54648495,0.5501185,0.52347344,0.4461167,0.46387267,0.50725913,0.4859396,0.5018752,0.52608323,0.5449917,0.5427164,0.48891437,0.43983313,0.45321867,0.49471304,0.49262205,0.4870235,0.5525579,0.55814135,0.5338622,0.45742512,0.43706983,0.4567156,0.5059485,0.48459375,0.4865739,0.56759995,0.5651073,0.5088429,0.45366597,0.42938188,0.4741058,0.5024114,0.4619251,0.47678617,0.55306625,0.552139,0.47157633,0.45000035,0.4331467,0.46544027,0.4929931,0.4646406,0.47410318,0.5434385,0.547618,0.5006774,0.4456085,0.45798787,0.48496595,0.48272356,0.46258688,0.48045927,0.5447897,0.5561291,0.4607136,0.4472244,0.48037112,0.4878014,0.4438627,0.43992394,0.46417072
222,2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2017-04-11,0.89896286,0.89819866,0.88249785,0.8671365,0.80537355,0.7942199,0.83225626,0.80519015,0.8230037,0.89671355,0.8951175,0.88636965,0.8500674,0.728173,0.76646996,0.8226967,0.8162926,0.7982168,0.8742449,0.8766302,0.87819564,0.8303254,0.7276008,0.7086303,0.8119023,0.7958348,0.8180654,0.8803877,0.88026965,0.87488157,0.75674045,0.73558897,0.73764986,0.83552694,0.80870306,0.82457274,0.8865398,0.89011097,0.860449,0.7347754,0.7270827,0.7875345,0.810805,0.8164675,0.83804834,0.8754304,0.8868278,0.7868303,0.6867395,0.7456559,0.80768883,0.80990297,0.8022204,0.8517556,0.87195235,0.88493335,0.8647967,0.7123437,0.7821718,0.8073441,0.82870007,0.83036786,0.86102057,0.8750929,0.89014834,0.812993,0.7508312,0.78427976,0.80360025,0.80541956,0.7950063,0.85949886
