,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
87,2014-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2014-09-09,0.8965246,0.8895323,0.87494314,0.88593215,0.8781237,0.8543771,0.84082127,0.8651539,0.8482202,0.91468513,0.9023139,0.8951815,0.8819025,0.8731682,0.85745126,0.82483727,0.8594762,0.85764843,0.907028,0.9008502,0.8929259,0.8963727,0.87849754,0.82102704,0.8124623,0.85702,0.86916804,0.8950235,0.89902383,0.8998095,0.87733674,0.8636333,0.8100994,0.7898712,0.86755204,0.8795183,0.8907248,0.8986668,0.8964105,0.8846673,0.86132854,0.8228372,0.8082627,0.8688378,0.88156706,0.93424,0.8979782,0.8889079,0.88657945,0.88350445,0.84525657,0.8165356,0.85948795,0.87620014,0.93721974,0.90568465,0.90278506,0.8952913,0.8840763,0.8593014,0.7928785,0.84879476,0.86469764,0.9318161,0.9117129,0.9101119,0.9071043,0.8834624,0.8764469,0.8379179,0.85822815,0.86941206
89,2014-09-16,0.8965246,0.8895323,0.87494314,0.88593215,0.8781237,0.8543771,0.84082127,0.8651539,0.8482202,0.91468513,0.9023139,0.8951815,0.8819025,0.8731682,0.85745126,0.82483727,0.8594762,0.85764843,0.907028,0.9008502,0.8929259,0.8963727,0.87849754,0.82102704,0.8124623,0.85702,0.86916804,0.8950235,0.89902383,0.8998095,0.87733674,0.8636333,0.8100994,0.7898712,0.86755204,0.8795183,0.8907248,0.8986668,0.8964105,0.8846673,0.86132854,0.8228372,0.8082627,0.8688378,0.88156706,0.93424,0.8979782,0.8889079,0.88657945,0.88350445,0.84525657,0.8165356,0.85948795,0.87620014,0.93721974,0.90568465,0.90278506,0.8952913,0.8840763,0.8593014,0.7928785,0.84879476,0.86469764,0.9318161,0.9117129,0.9101119,0.9071043,0.8834624,0.8764469,0.8379179,0.85822815,0.86941206
90,2014-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2014-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2014-10-14,,,,,,,,,,,,,,,,,,,0.13538793,,,,,,,,,0.16789529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2014-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2014-10-28,0.8665897,0.9096958,0.8744848,0.81926394,0.7969368,0.76208776,0.76891184,0.7931574,0.7991459,0.84795153,0.8656313,0.8399732,0.8038334,0.7905541,0.7697634,0.7466839,0.79609805,0.8128234,0.8207826,0.8135529,0.81533325,0.7847879,0.79670125,0.73469734,0.73417753,0.7759993,0.80476695,0.7992241,0.81082577,0.8025751,0.7898499,0.8022039,0.72802055,0.7198857,0.7364388,0.8382101,0.8179681,0.8198066,0.7999289,0.7908404,0.795435,0.75630057,0.73730665,0.7369187,0.84639,0.83754647,0.82194275,0.7686452,0.76939315,0.78800553,0.7561297,0.7252577,0.77183056,0.813385,0.8282884,0.8013763,0.7808569,0.7874181,0.76447517,0.7465341,0.73652035,0.77490926,0.77471054,0.82878315,0.8152072,0.7825477,0.7857957,0.7845071,0.78275144,0.78803164,0.8350309,0.8037487
96,2014-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2014-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2014-11-18,0.7554254,0.8215249,0.78333724,0.7320856,0.69720817,0.68783975,0.73273504,0.6833592,0.69794637,0.7763569,0.7796322,0.73663616,0.73062456,0.71745604,0.696441,0.7070603,0.7071094,0.69189733,0.73309934,0.7386482,0.7124022,0.7379049,0.7168977,0.67197293,0.7144866,0.70885944,0.7019964,0.76218843,0.7827014,0.781924,0.7165744,0.7155556,0.6577,0.7083365,0.73810935,0.82339287,0.77897227,0.7619605,0.7352195,0.7166839,0.7112411,0.67685044,0.6942822,,,0.7999969,0.78562254,0.68376017,0.68581265,0.7097153,0.7096339,0.68156695,,0.9018775,0.7896963,0.77193296,0.7338068,0.69355047,0.7056215,0.7463945,0.80331796,,0.8836965,0.7953041,0.81210566,0.721324,0.6617638,0.772587,,,,0.93354905
99,2014-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2014-12-02,0.16384727,0.18309441,0.21313486,0.26198345,0.3591049,0.41291383,0.27916676,0.20699646,0.16151707,0.19170126,0.22441417,0.23111397,0.30332318,0.37559414,0.40347022,0.35013837,0.2810882,0.2328115,0.26370797,0.29939607,0.3059586,0.2648395,0.37842813,0.4576162,0.48008776,0.34615403,0.30059093,0.30822706,0.25103253,0.24103378,0.18546158,0.29515502,0.46616498,0.61394763,0.41618803,0.29734504,0.24053499,0.16387951,0.15144019,0.17084926,0.20438685,0.3629161,0.70291376,0.51334876,0.34948492,0.4259468,0.25116697,0.13447993,0.18624231,0.30184403,0.45122203,0.66085845,0.5550623,0.46462652,0.52605945,0.2992277,0.19498219,0.11255634,0.2028591,0.41351163,0.61825997,0.76012707,0.8341468,0.56541467,0.33357158,0.17735752,0.11810491,0.15664047,0.3266827,,0.76934004,0.7520732
101,2014-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2014-12-16,0.5797688,0.5786204,0.58752316,0.6170088,0.6393288,0.63219976,0.5906248,0.41130778,0.5830179,0.63963497,0.60144466,0.63272065,0.68799174,0.6823323,0.670316,0.58687586,0.5780184,0.5597705,0.6927471,0.66014266,0.64745903,0.72643024,0.67056274,0.65897685,0.5552986,0.48838645,0.51883507,0.7644619,0.7491823,0.74089897,0.7134689,0.67273897,0.64298683,0.55011463,0.48892057,0.639054,0.7698652,0.7311959,0.7231396,0.66067123,0.68273985,0.60537237,0.5881132,0.53192806,0.7351122,0.7982662,0.7859419,0.6567429,0.6141913,,,0.73687845,0.5070273,0.78571427,0.78367025,0.76123834,0.7404826,0.5870186,,,,0.61567163,0.75545573,0.7554597,0.7906039,0.6903295,0.48264405,,,,0.76720786,0.80308574
103,2014-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2014-12-30,0.6441881,0.69316727,0.71871537,0.6511396,0.65833986,0.62107164,0.6119961,0.49841416,0.54613066,0.63974017,0.644842,0.63399637,0.6922976,0.692615,0.66999906,0.56950945,0.4470813,0.5148833,0.67081195,0.66284007,0.6413812,0.7251399,0.6927406,0.66034126,0.56242245,0.51679957,0.46160942,0.74096584,0.74602205,0.77111375,0.6996581,0.67097324,0.64290005,0.19521254,0.43691587,0.53032225,0.763416,0.7327426,0.7008094,0.6599406,0.6509443,0.594403,0.3225551,0.4222802,0.5451968,0.79127556,0.7698406,0.63777214,0.5994535,0.5293379,0.4211712,0.33770385,0.44566327,0.6028726,0.7806964,0.77266437,0.7233779,0.40601075,0.46558216,0.44238588,0.35129738,0.38479227,0.525294,0.7681884,0.8086082,0.7029786,0.41780615,0.33056617,0.3432679,0.3174013,0.42300773,0.51326627
105,2015-01-06,0.6441881,0.69316727,0.71871537,0.6511396,0.65833986,0.62107164,0.6119961,0.49841416,0.54613066,0.63974017,0.644842,0.63399637,0.6922976,0.692615,0.66999906,0.56950945,0.4470813,0.5148833,0.67081195,0.66284007,0.6413812,0.7251399,0.6927406,0.66034126,0.56242245,0.51679957,0.46160942,0.74096584,0.74602205,0.77111375,0.6996581,0.67097324,0.64290005,0.19521254,0.43691587,0.53032225,0.763416,0.7327426,0.7008094,0.6599406,0.6509443,0.594403,0.3225551,0.4222802,0.5451968,0.79127556,0.7698406,0.63777214,0.5994535,0.5293379,0.4211712,0.33770385,0.44566327,0.6028726,0.7806964,0.77266437,0.7233779,0.40601075,0.46558216,0.44238588,0.35129738,0.38479227,0.525294,0.7681884,0.8086082,0.7029786,0.41780615,0.33056617,0.3432679,0.3174013,0.42300773,0.51326627
106,2015-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,0.0013411662,0.00046917482,,,,,,,,,,,0.003502336,,,0.0005275607,,,,,,,0.0018416991,,,,,0.0009669756,,,,0.00016686722,0.004238016,,0.0005481427,,,0.0028043224,,,0.0049414374,0.0029579666,,,,,,,
108,2015-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2015-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2015-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2015-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2015-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2015-03-10,0.26979354,0.27747843,0.28684226,0.28401676,0.28355476,0.28110212,0.26999155,0.26244092,0.26067105,0.2896563,0.2875858,0.2904213,0.2988026,0.2968637,0.2822108,0.27353957,0.2684069,0.26504883,0.30811834,0.30677873,0.30076632,0.31343833,0.3028127,0.28461587,0.26896888,0.24935572,0.2525053,0.32847765,0.32386452,0.31668648,0.32332516,0.31695443,0.29740626,0.26567882,0.25031102,0.24970405,0.33337423,0.33286917,0.32086024,0.307218,0.305664,0.29590425,0.26520833,0.25812086,0.25339317,0.3494718,0.3619935,0.3038766,0.2917755,0.29941207,0.28898746,0.2608622,0.25790194,0.25849387,0.3596651,0.36516982,0.32945383,0.29471496,0.29386014,0.2858716,0.2713411,0.26182985,0.26599243,0.3736208,0.374019,0.31615934,0.29756126,0.29230222,0.28403735,0.27487746,0.2678126,0.26385027
115,2015-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2015-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2015-04-07,0.5867303,,,,,,0.5355629,0.38746434,0.29092926,,,,,,,,0.48215374,0.31347257,,,,,,,,0.5273848,0.40977466,,,,0.51686895,,,,0.5487576,0.5521211,,,,0.49082413,0.48528007,0.5119359,0.5149135,0.449616,0.48198795,,,,0.52910674,0.44435373,0.3903995,0.3778218,0.3568564,0.36892715,,,,,0.46752292,0.33344135,0.27688,0.26571283,0.34282866,,,,,0.38176465,0.29699275,0.26492235,0.30606365,0.38492024
119,2015-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2015-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2015-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2015-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2015-05-12,0.25882316,0.27069557,0.27528822,0.28016546,0.28297204,0.28566083,0.29140073,0.292432,0.2903461,0.25963384,0.2667034,0.27432784,0.27734056,0.28097254,0.28298306,0.28865016,0.29331025,0.29067186,0.25318587,0.25964087,0.26838902,0.27353197,0.28229055,0.2870534,0.28742677,0.29115382,0.2911015,0.25373754,0.2576052,0.2628181,0.2757056,0.2842174,0.28566507,0.2893938,0.29243454,0.296786,0.25594902,0.25908557,0.26398113,0.2740439,0.27946568,0.281466,0.29164085,0.29564014,0.29674265,0.26043218,0.25930083,0.26918393,0.2719518,0.27216288,0.27237824,0.28818336,0.2941737,0.2915388,0.26616406,0.26521936,0.27027434,0.26450875,0.2609804,0.264006,0.2794793,0.2901289,0.28836188,0.26947138,0.27224985,0.2693038,0.26050618,0.254698,0.2624943,0.27614456,0.2864066,0.2871854
124,2015-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2015-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6863281,,,,,,,,0.6767188,,,,,,,,,0.61287165,0.67632073,,,
126,2015-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2015-06-09,0.09021014,0.09139959,0.09320013,0.09236028,,,0.09144699,0.09136749,0.091460265,0.08521071,0.08813064,0.09161967,0.09250842,,,0.0955554,0.09459187,0.09296063,0.08246304,0.086036,0.08973303,,,,0.095143884,,0.092731066,0.081407495,0.08349656,0.0847929,,,,,,0.09351142,0.07868495,0.081320986,0.0820863,,,0.093279466,,0.09532166,0.09333472,0.075940125,0.075161844,,,0.08684356,0.09242137,0.09490657,0.09314413,0.0915491,0.075838484,0.07652958,0.07652894,,0.08169869,0.085357316,0.08848286,0.090948634,0.090971634,0.075168006,0.07631533,0.07726416,,0.07956807,0.08190185,0.08421676,0.08720125,0.0896889
128,2015-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2015-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2015-06-30,0.91627395,0.91564953,0.9131462,0.91601044,0.9154218,0.907995,0.8923781,0.9046614,0.91418326,0.91359985,0.91232455,0.9128427,0.9077898,0.91135013,0.9048717,0.8900376,0.9018767,0.9113538,0.9053978,0.9048901,0.90579784,0.9037758,0.91242564,0.8899429,0.8821423,0.90247506,0.9161214,0.9054423,0.90380335,0.89943826,0.90717703,0.911616,0.89313215,0.88267475,0.9050844,0.91913366,0.9034636,0.90754884,0.90759355,0.91084725,0.8669444,0.82738066,0.8722136,0.9047608,0.9185554,0.9012864,0.90555084,0.91006714,0.91168445,0.76781744,0.73726153,0.851846,0.9123499,0.91470903,0.89893275,0.907721,0.91092765,0.8493001,0.6811893,0.6908682,0.8320387,0.8916082,0.9121885,0.9030677,0.9057885,0.9014496,0.809549,0.6085924,0.6524624,0.8367031,0.8875788,0.9130513
131,2015-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2015-07-14,0.8973602,0.89337534,0.8898153,0.8935024,0.8972178,0.87587684,0.87000966,0.88173306,0.88857335,0.89501023,0.8881426,0.89229554,0.883783,0.88872874,0.8890331,0.8559873,0.8789951,0.8944058,0.89026433,0.88123953,0.8832959,0.8833633,0.88984543,0.88155705,0.849472,0.8789494,0.89324147,0.89595693,0.8831551,0.87886566,0.890407,0.8891794,0.8720204,0.8607277,0.8817755,0.8950774,0.8897317,0.8883822,0.88975286,0.89414126,0.84592706,0.7934823,0.8511717,0.8858106,0.8958608,0.8862723,0.88700974,0.89435375,0.8920283,0.7946592,0.6746868,0.84988534,0.8781339,0.89221174,0.88134354,0.8881614,0.889874,0.8265322,0.68446606,0.6926902,0.80096596,0.86272657,0.88642883,0.8824218,0.88553625,0.8836183,0.79414237,0.6185086,0.6715025,0.7934854,0.87077564,0.88796747
133,2015-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2015-07-28,0.5086011,0.43728575,0.4126498,0.41757,0.40356103,0.38922304,0.37734225,0.39896858,0.4423143,0.5329595,0.46565145,0.43949354,0.411581,0.39636397,0.37103975,0.37316474,0.4086116,0.4243084,0.5856652,0.5054752,0.46037304,0.38742983,0.364211,0.35953522,0.3609196,0.39820087,0.38721016,0.58414227,0.51680726,0.448804,0.36919492,0.36552203,0.3587675,0.34986195,0.3538481,0.3579751,0.5240201,0.48142925,0.41572222,0.3659115,0.35934415,0.3424041,0.33646855,0.3410648,0.3378371,0.45661613,0.45320007,0.38235936,0.3680023,0.3588137,0.33208558,0.33470088,0.33131,0.31964073,0.44033077,0.40114042,0.43719423,0.38410404,0.36813527,0.34935787,0.34209508,0.3194642,0.30489933,0.50262856,0.44343585,0.4789129,0.45060098,0.37911925,0.36627543,0.35803187,0.33576345,0.30403218
135,2015-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2015-08-11,0.9125918,0.90838426,0.9022973,0.90736514,0.907309,0.885229,0.86497766,0.8974338,0.9000847,0.9037802,0.89866954,0.8996645,0.8911645,0.9014607,0.879033,0.84786624,0.89039195,0.90818703,0.889285,0.89027977,0.89067024,0.8905518,0.9017068,0.88135463,0.84149104,0.8916509,0.913549,0.89056367,0.890009,0.88555163,0.8961027,0.8997775,0.88438755,0.8437666,0.88617927,0.91216403,0.8913775,0.8914266,0.891853,0.9018314,0.8285685,0.79131114,0.8279555,0.88647515,0.9109354,0.8871935,0.8945544,0.9012214,0.9002134,0.76104146,0.6858684,0.81803787,0.894931,0.8971388,0.8889914,0.8938128,0.8990793,0.8538661,0.66929394,0.6611891,0.8012605,0.865564,0.8938656,0.89335465,0.8966574,0.8896862,0.8185193,0.6120241,0.6690137,0.81103855,0.8878242,0.89898443
137,2015-08-18,0.9125918,0.90838426,0.9022973,0.90736514,0.907309,0.885229,0.86497766,0.8974338,0.9000847,0.9037802,0.89866954,0.8996645,0.8911645,0.9014607,0.879033,0.84786624,0.89039195,0.90818703,0.889285,0.89027977,0.89067024,0.8905518,0.9017068,0.88135463,0.84149104,0.8916509,0.913549,0.89056367,0.890009,0.88555163,0.8961027,0.8997775,0.88438755,0.8437666,0.88617927,0.91216403,0.8913775,0.8914266,0.891853,0.9018314,0.8285685,0.79131114,0.8279555,0.88647515,0.9109354,0.8871935,0.8945544,0.9012214,0.9002134,0.76104146,0.6858684,0.81803787,0.894931,0.8971388,0.8889914,0.8938128,0.8990793,0.8538661,0.66929394,0.6611891,0.8012605,0.865564,0.8938656,0.89335465,0.8966574,0.8896862,0.8185193,0.6120241,0.6690137,0.81103855,0.8878242,0.89898443
138,2015-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2015-09-01,0.7816495,0.78284466,0.77466106,0.7884888,0.7896804,0.78090304,0.7666451,0.78298366,0.78544825,0.7392551,0.75625306,0.77173126,0.7837257,0.79325163,0.7800793,0.7584851,0.77685434,0.78870654,0.70192605,0.73479944,0.7600788,0.7854748,0.79620343,0.7877235,0.75163215,0.77361965,0.7913269,0.69168466,0.7211019,0.75191766,0.7893419,0.7988028,0.7907504,0.75803256,0.7746823,0.78560275,0.7101537,0.7322621,0.76073235,0.79029083,0.7534384,0.72445476,0.7491695,0.7784353,0.7953246,0.7219176,0.7438246,0.77974445,0.78309804,0.71799576,0.6743687,0.7461475,0.78556496,0.79339516,0.7265811,0.77642757,0.7452162,0.7177594,0.64273185,0.6449764,0.7307732,0.7674389,0.7845729,0.70625573,0.74010414,0.7069889,0.67674035,0.5768779,0.63133216,0.7374769,0.78446245,0.79335964
140,2015-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2015-09-15,0.88187367,0.87542546,0.86691904,0.8724191,0.8782882,0.8527262,0.8453879,0.86790955,0.86546516,0.87081826,0.8680391,0.86787754,0.8595115,0.8665613,0.8655121,0.8318377,0.8664949,0.8789101,0.8583658,0.8597664,0.85214895,0.8610299,0.8667932,0.8557463,0.8291822,0.86262804,0.88806283,0.8579772,0.858157,0.860775,0.86568564,0.865774,0.8463154,0.8338136,0.8646288,0.88129926,0.85852057,0.8543004,0.86002904,0.8716341,0.8284504,0.7678429,0.83263195,0.8684017,0.885802,0.8665677,0.8663173,0.86837196,0.8697209,0.7831727,0.67340994,0.8171646,0.85000306,0.8737215,0.8650827,0.8681996,0.8676823,0.8065749,0.6837065,0.68371284,0.7720234,0.8371434,0.8604017,0.8673106,0.8679149,0.8554884,0.7887841,0.6313565,0.6670273,0.79703736,0.86611515,0.85983
142,2015-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2015-09-29,,,,,,,,,,,,,,,,,0.15389945,,,,,,,0.19280533,0.2548631,,,,,,,,0.23180823,0.31330752,0.17716262,0.16314505,,,,,,0.19419692,0.36678657,0.31914034,0.30113432,,,,,,0.12008854,0.24317987,0.5834572,0.6082792,,,,,,,,0.4317675,0.69129354,,,,,,,0.16182366,0.34267566,0.42154127
144,2015-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2015-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2015-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09154844,0.08968074,,,,,,,
147,2015-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2015-11-03,0.6951766,0.78201306,0.7714485,0.71545494,0.7175776,0.7121479,0.705132,0.69685644,0.70440763,0.7254891,0.7133657,0.69192314,0.68034977,0.70640033,0.7051868,0.7166596,0.7428849,0.7424017,0.63751906,0.67666,0.66841346,0.6898952,0.7101756,0.72176844,0.7320049,0.74070895,0.73889613,0.69648224,0.71795917,0.71112746,0.6831113,0.71896935,0.7325617,0.7272162,0.71361774,0.7390945,0.7290128,0.7231494,0.6929649,0.693143,0.69910556,0.71481663,0.7286775,0.7229915,0.6916052,0.74197465,0.7256884,0.6631243,0.64974123,0.69483304,0.6816569,0.72778827,0.7504486,0.6960028,0.74293107,0.709559,0.66851354,0.65469277,0.66261864,0.67998725,0.7514339,0.72412384,0.709264,0.72843176,0.74454916,0.66499734,0.64029294,0.64681643,0.65309995,0.7147975,0.7127757,0.6904345
149,2015-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2015-11-17,0.014639443,,,,,,,,,0.023938054,0.023287332,,,,,,,,0.030228604,0.028408553,0.029627683,,,,,,,0.03659511,,,0.08150066,0.068744816,,,,,0.04807788,0.057400286,0.070230745,0.16548702,0.16742013,0.10016951,,,,0.09548002,0.07561936,0.13574964,0.30851188,0.27856025,0.13658579,,,,0.14805473,0.10424633,0.09792717,0.28050518,0.2162393,0.10620569,,,,0.19748399,0.12372079,0.09879636,0.12201522,0.1292029,0.077508435,,,
151,2015-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2015-12-01,0.6630177,0.65899134,0.7086659,0.6641152,0.6589544,0.6661651,0.642692,0.5050713,0.57481635,0.7123871,0.6638115,0.68745035,0.6963246,0.6896632,0.67875445,0.626121,0.44813308,0.5435905,0.71587133,0.6578402,0.66679865,0.7334083,0.6819336,0.6568416,0.586686,0.48982957,0.50625443,0.7473428,0.7549182,0.7499586,0.7197805,0.68358845,0.6452988,0.54355663,0.45824692,0.582621,0.76149696,0.7311257,0.7209446,0.6823975,0.6778915,0.56223947,0.49611565,0.51199186,0.6940033,0.807998,0.77976865,0.6544592,0.63826776,0.64705884,0.5619923,0.57909286,0.5480162,0.5563805,0.7801424,0.75598365,0.72523236,0.5444208,0.56135964,0.5342584,0.5972131,0.53631,0.55778575,0.78339833,0.79356974,0.6991358,0.55764556,0.514797,0.5023972,0.48979315,0.5613677,0.6571919
153,2015-12-08,0.6630177,0.65899134,0.7086659,0.6641152,0.6589544,0.6661651,0.642692,0.5050713,0.57481635,0.7123871,0.6638115,0.68745035,0.6963246,0.6896632,0.67875445,0.626121,0.44813308,0.5435905,0.71587133,0.6578402,0.66679865,0.7334083,0.6819336,0.6568416,0.586686,0.48982957,0.50625443,0.7473428,0.7549182,0.7499586,0.7197805,0.68358845,0.6452988,0.54355663,0.45824692,0.582621,0.76149696,0.7311257,0.7209446,0.6823975,0.6778915,0.56223947,0.49611565,0.51199186,0.6940033,0.807998,0.77976865,0.6544592,0.63826776,0.64705884,0.5619923,0.57909286,0.5480162,0.5563805,0.7801424,0.75598365,0.72523236,0.5444208,0.56135964,0.5342584,0.5972131,0.53631,0.55778575,0.78339833,0.79356974,0.6991358,0.55764556,0.514797,0.5023972,0.48979315,0.5613677,0.6571919
154,2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2015-12-22,0.6543724,0.7304956,,0.6970767,0.67515844,0.68274426,,,,0.65159106,0.7125783,0.71207243,0.71016055,0.70020306,0.69774604,,,,0.7033777,0.66500056,0.6679903,0.73372424,0.69252634,0.6555385,,,,0.74270475,0.7625469,0.7579976,0.70741075,0.6788934,0.6864,,,,0.7621765,0.72774124,0.7135844,0.67341363,0.67996824,,,,,0.78736097,0.7861108,0.66600376,0.6383339,,,,,,0.7799844,0.7660964,0.75143737,0.49378183,0.6766156,,,,,0.7886091,0.79492754,0.7471834,0.5873434,,,,,
156,2015-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2016-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
