,0,1,2,3,4,5,6,7,8,9,date
0,0.23179231123157112,0.3040289693064741,0.21461586517021064,0.18804423655614505,0.18912719614540352,0.23950739524565812,0.1552422782202315,0.29359711588520854,0.27332159147042184,0.20351469740453593,2017-01-01
1,0.2717746528785248,0.31349241423474716,0.24406729926506127,0.20331503158398267,0.21986081665780682,0.2573410013416562,0.1873161629290433,0.3030838654429685,0.2966805558539417,0.21877160169369902,2017-01-08
2,0.3087622307863585,0.3232395388522869,0.2733730800384443,0.21980415029141415,0.25009935753036105,0.27547838185900203,0.21933758704029016,0.3131083658756131,0.31830679167447445,0.23515120406168738,2017-01-15
3,0.34142226170669837,0.3334985770363648,0.3025383462240686,0.2381562565456951,0.27968792437165324,0.29414327339094787,0.2513179434124726,0.32401776389535386,0.3374961722489537,0.25324756896629685,2017-01-22
4,0.3684219623911708,0.3444977626642526,0.3315682365556429,0.259016014214081,0.30847162279027057,0.3135594125307463,0.28326862490409077,0.3361592062144024,0.35354457089431257,0.2736547608653232,2017-01-29
5,0.3885704053388744,0.35650917413947697,0.3605032559414917,0.2830223609364491,0.33634989579700153,0.3339785208059734,0.31522303728174833,0.3499119385872976,0.36586359556713305,0.2969675044809334,2017-02-05
6,0.40327623580276695,0.3706083612644318,0.3900320109395196,0.310709298564456,0.3642179446485713,0.35616515672178567,0.3476179831229486,0.36624343669472537,0.3759857454904336,0.32379262418793664,2017-02-12
7,0.41622524674649175,0.38857469067211026,0.42141082570100974,0.3425189083487441,0.3938432249391781,0.3813331085837828,0.3812436285042846,0.38663644797796937,0.3873013569817355,0.35474754329370706,2017-02-19
8,0.4311802471814568,0.41221133298081014,0.4559152253122932,0.3788901626676741,0.4270226930202184,0.410711358223924,0.4169020907077956,0.41259114702822486,0.403263600785039,0.39045004357507235,2017-02-26
9,0.45190315761436306,0.4433207762795651,0.4948201936303755,0.4202616245388365,0.4655526012319666,0.4455283915689193,0.4553951696837133,0.44560706909553366,0.42732465219046456,0.43151750726030724,2017-03-05
10,0.4810223323307028,0.4828347286683684,0.5387102068794885,0.46654958901897925,0.5103310150837757,0.4863800119770277,0.49711980920541604,0.48636806941163757,0.46166667307785725,0.4780575671750057,2017-03-12
11,0.5178121395044831,0.5291084418084471,0.5861266731623329,0.5161250691562955,0.5595984525151537,0.5319900469943674,0.5412750680273849,0.5331445760951483,0.5047141204309833,0.5286696139398146,2017-03-19
12,0.5609295841906168,0.5800229229454648,0.6352349361418337,0.5670746402914353,0.6111062607289612,0.5807377524282844,0.5868395120317388,0.5837627814089688,0.5541997762122562,0.581675418328117,2017-03-26
13,0.6090316714440165,0.6334591793250859,0.6842003394809163,0.6174848777650488,0.662605786928059,0.631002384086125,0.6327917071005973,0.6360488776160027,0.6078564223840898,0.6353967511132961,2017-04-02
14,0.660684801615435,0.6872851755118626,0.7312155409475488,0.6655010995023725,0.7118924795403954,0.681145479607955,0.6780873973611837,0.6878519883168503,0.6634044548287569,0.6881494171623928,2017-04-09
