,0,1,2,3,4,5,6,7,8,9,date
0,0.5472065696706944,0.5217288641802729,0.5101504859380728,0.4708971294855345,0.6369949101302103,0.5831696886380818,0.5771370700454634,0.4955816153783946,0.10229809962599645,0.5057567339983606,2017-01-01
1,0.5210144425979599,0.4823832855339537,0.48690655835147306,0.4512700111311013,0.6017972717143035,0.5568980326296888,0.548227633539412,0.4813242620055764,0.14506991438266736,0.4938915386639956,2017-01-08
2,0.49644303472762563,0.4454772769291553,0.4651995141147124,0.43363075935206474,0.5680589219301532,0.5322773856071406,0.5212762722117646,0.4687885595538462,0.1878417291393384,0.4838593162573792,2017-01-15
3,0.47435362878256726,0.4123085282674571,0.4458500520377352,0.41903653332775614,0.5368939984785592,0.5101840524369903,0.4975138139436218,0.45887844590764115,0.23061354389600952,0.4766196753604107,2017-01-22
4,0.4556075074856606,0.38417472945043807,0.42967887093048573,0.4085444922375069,0.5094166390603216,0.49149433798579206,0.4781710866160833,0.4524978589513981,0.2733853586526805,0.47313222455498943,2017-01-29
5,0.441075261035104,0.36237327543502407,0.41751729832511597,0.40319631667486144,0.4867512400859921,0.4770836038060373,0.464460807983087,0.450532615368826,0.3161571734093515,0.4743305028082067,2017-02-05
6,0.4317785848912373,0.3481970449956768,0.4103692172320054,0.40378239505349495,0.4701792789797503,0.46781189690855274,0.45731839414949094,0.453574337264392,0.35892898816602253,0.48072481337145845,2017-02-12
7,0.428861863908952,0.3429353869301975,0.409378616484788,0.41088907997147384,0.46110501215359234,0.46452682971507014,0.4574625143644543,0.46197577647228905,0.40170080292269356,0.4924818147217928,2017-02-19
8,0.4334730298183844,0.3478775560936853,0.4156935352906275,0.42509682547641514,0.4609359635170327,0.4680756551709677,0.4656060696278156,0.4760827792335138,0.4444726176793646,0.5097582307763273,2017-02-26
9,0.4467582105361931,0.3643089616438173,0.430460347773215,0.4469847177408923,0.4710758610760687,0.47930437484018296,0.48245942995356095,0.4962403389154809,0.4878243715756647,0.5327099448431594,2017-03-05
