,0,1,2,3,4,5,6,7,8,9,10,date
0,0.650744659381,0.663057571792414,0.6648020669273571,0.6522677920826623,0.638047506695338,0.635136965918536,0.6330693698317987,0.6336825372354131,0.6277100284582934,0.6350275385285213,0.6664527774090612,2016-01-01
1,0.6210547576568681,0.6207196219700759,0.6172365277270925,0.6136632743843654,0.6011197441968237,0.6100426571697587,0.606924577248338,0.6010519660413325,0.5980487537253755,0.6034818400615651,0.6187933299592919,2016-01-08
2,0.5919155317932294,0.5781780214492,0.5695126099123756,0.575307759604566,0.5652463244947328,0.5850480442362314,0.5811201746615301,0.568671013476368,0.5688726525481032,0.5726751810727958,0.5709528809738078,2016-01-15
3,0.563507002356191,0.5355599865668849,0.5217653387813073,0.5374201794954468,0.5307437041218305,0.5600164760247847,0.5557387222787339,0.5368341743851021,0.5403783935711266,0.5428409580442876,0.5231032072252045,2016-01-22
4,0.5360091899118601,0.4929927336602285,0.47412973963198823,0.5002194658091909,0.4979283396108817,0.5348113014422492,0.5308627803073084,0.5058359436121171,0.5127626454390954,0.5142125674581145,0.47541608548607817,2016-01-29
5,0.5096013666130658,0.4506057157253476,0.42674294219161346,0.46392559564225405,0.46711496919170303,0.5092980820180444,0.5065746626314668,0.47597156730107404,0.4862217997961059,0.48702231843596283,0.42806587418165537,2016-02-05
6,0.48441283221180004,0.4086777300100721,0.379882591297548,0.4288283449102311,0.43850359806330785,0.4834901185937057,0.48294023586045104,0.4475864566846175,0.46093375264605096,0.4614299158169061,0.3813993116024652,2016-02-12
7,0.4604923656819604,0.367728212898043,0.3340527444832715,0.39532995671326054,0.41210936152135036,0.4576387650994221,0.4599988650275127,0.4211068542528555,0.43704659787574424,0.43747807679821993,0.3360408925736318,2016-02-19
8,0.4378814486165486,0.3282984092486026,0.28977797845411407,0.36384286674901134,0.3879306406008705,0.4320169495746063,0.43778751339956523,0.39696632801469967,0.4147057284865263,0.4151989163028036,0.29264028424569977,2016-02-26
9,0.4166215626085662,0.29092956392109326,0.2475828699154063,0.3347795107151523,0.36596581633690867,0.40689760005867126,0.4163431442435221,0.3755984459790618,0.3940565374797378,0.3946245492535564,0.2518471537692141,2016-03-04
10,0.39675388445371423,0.25616192092037576,0.2079916010990433,0.3085433870714708,0.3462126037933809,0.3825620047682239,0.39571601006986734,0.357402082011993,0.37524098721064203,0.37578665756730095,0.21430960302115015,2016-03-11
11,0.37831564729985445,0.22452277460377135,0.1715232503061911,0.28542235900539736,0.3286601013057111,0.359399620839583,0.3761283074863706,0.3423272166288077,0.35835665230545816,0.35871132067200684,0.18065548144278704,2016-03-18
12,0.3613413360096095,0.19653039486023244,0.13869333896426306,0.26562370474215297,0.31329140230505953,0.33787528715141424,0.35792205906998276,0.3300110014564744,0.34347017406535013,0.3434207136821642,0.15149852477348513,2016-03-25
13,0.34586537953771085,0.17270286799551232,0.11001731614380539,0.24935306318100664,0.30008947806585773,0.318455376060134,0.3414417249966264,0.3200842242979784,0.3306475645201994,0.32993693228748955,0.1274521816400075,2016-04-01
14,0.33192220683888995,0.1535582803153644,0.08601063091536465,0.23681607322122789,0.2890372998625371,0.3016062599221584,0.32703176544222423,0.3121776729563053,0.3199548356998875,0.3182820721776994,0.10912990066911765,2016-04-08
15,0.3195462469105635,0.1395235674684876,0.06713296020976223,0.2281533791833686,0.28011783901970067,0.28771478192964395,0.31498777076758844,0.30597546707726675,0.3114348779398567,0.3084782290860961,0.09701813834241318,2016-04-15
16,0.3087719289447061,0.13061020540797608,0.05358977460383357,0.22320938366288068,0.27331406709063033,0.2768052957059075,0.3053825853965715,0.3014048099212402,0.3050251941604295,0.3005474989446466,0.09102452790883914,2016-04-22
17,0.29963368218869335,0.12671136598469884,0.045514158219587375,0.22174413303077278,0.2686089556937252,0.2687989342647552,0.2982256257999051,0.2984621239510692,0.30063327771983694,0.2945119777418876,0.09089187997964426,2016-04-29
18,0.29216593588990486,0.1277202124891707,0.04303918994122813,0.22351766755412994,0.26598547644738946,0.26361682315106366,0.2935263038587444,0.29714383663822264,0.29816661980485115,0.2903937614663601,0.096362993239693,2016-05-06
19,0.28640316552326417,0.13352834099499933,0.04629687486931766,0.22828994833979693,0.26542668811388187,0.2611800132009069,0.291293836726418,0.29744673218590134,0.2975327734656059,0.288215048504478,0.10717848818873682,2016-05-13
20,0.28238425456453875,0.14387790650904642,0.055316828082753955,0.23581338821540737,0.2669239590076169,0.2614024314354572,0.2915188733963522,0.2994016107464158,0.2986451906974813,0.2880078013329114,0.12287128573787842,2016-05-20
21,0.28015607409548793,0.1582402663676723,0.06994312677615139,0.24582672199845296,0.2704837149329995,0.2641850960247763,0.2941584160568718,0.3031009117522244,0.3014280127974389,0.28982167564314476,0.14259794060922898,2016-05-27
22,0.2797663376593037,0.17605821658440007,0.09000027926304183,0.2580672418719201,0.27611396982416947,0.26942766362845444,0.2991659181314207,0.30864357579724866,0.30580650847462576,0.29370819324914194,0.1654753117763766,2016-06-03
23,0.28126275879917817,0.19677455317275278,0.11531279385695709,0.2722722400187952,0.28382273761526705,0.2770297909060822,0.3064948330434427,0.3161285434754102,0.3117059464381884,0.2997188759648671,0.19062025821290962,2016-06-10
24,0.2847041481022807,0.21986384005035298,0.1456961513367765,0.28820839620372707,0.2936304379113868,0.2869081578354633,0.3161063778718249,0.32565527552822116,0.31907288493450003,0.30791825607359813,0.21719924145720793,2016-06-17
25,0.2903192337144658,0.24528707019828638,0.18082760317886248,0.3060923718388999,0.30574744552792865,0.2992401048619515,0.328080646522663,0.33733119717935217,0.3281798668774166,0.31857008172075446,0.24513823582700983,2016-06-24
26,0.2984695561781067,0.27338544338824206,0.22027635690532876,0.32649254679020606,0.3205326096752106,0.31440671206582,0.34259065041119185,0.3512699589182471,0.33955423406827734,0.3320938138355328,0.2749568724298155,2016-07-01
27,0.30952019055059277,0.30451027777427203,0.26360874468185713,0.34998666115035826,0.338348730888819,0.3327944816175824,0.35981187375142043,0.3675853769063503,0.35373010923036385,0.3489130573064807,0.3071905812660946,2016-07-08
28,0.3238362118893131,0.33901289151042824,0.31039109867412934,0.3771524550120691,0.3595586097043404,0.3547899156877521,0.3799198007573578,0.386391267305106,0.3712416150869578,0.3694514170221453,0.34237479233631685,2016-07-15
29,0.34172023903523785,0.3770501821468639,0.36004495008724047,0.40834671035199105,0.3843317237173932,0.3805636529633795,0.40294472953301413,0.40769146930390887,0.3924208375921076,0.39391307652779833,0.3808279352781856,2016-07-22
30,0.36315023450081924,0.4177684211812906,0.41123913406294355,0.4427776373179108,0.4118326302849571,0.40916424293014336,0.4281622600574316,0.43091814609232065,0.41654964673280886,0.421361635904153,0.4217404408671278,2016-07-29
31,0.38799900155192485,0.4599865288019938,0.46239868038952747,0.47928141281026293,0.44090038362148704,0.43927677979916857,0.4546035384695474,0.45531828961217957,0.4425697376399233,0.4504912494911062,0.4639373704091162,2016-08-05
32,0.4161392895023946,0.5025232572494324,0.5119484937707681,0.5166940228575543,0.4703738709418144,0.46958617131058755,0.48129958549107854,0.4801387968030806,0.46942263091735553,0.4799958820841493,0.5062435977570522,2016-08-12
33,0.4474420866442918,0.5441968466909889,0.5583145820500056,0.5538505267960283,0.49909381008022957,0.49877982908112783,0.5072829584585833,0.5046274846613711,0.49605130014408194,0.5085716252126274,0.5474833597010121,2016-08-19
34,0.4815213903230341,0.583750809004961,0.600083937383731,0.5894507491084844,0.5261680664067442,0.5259105626035429,0.5318104573092134,0.5281664366978926,0.5216107557087846,0.5352249307625419,0.5863879246303035,2016-08-26
35,0.5174665286178687,0.6197760917979915,0.6361722153406992,0.6219184206166657,0.5512499101134278,0.5507771727682461,0.5545966926626864,0.5504118531367412,0.5456888995039169,0.5595958781569733,0.621498757895468,2016-09-02
36,0.5543028218836868,0.650845030395661,0.6655351672194025,0.6496435897292359,0.5740591487784009,0.5732694686775506,0.5754121263613206,0.5710533754347176,0.5679264445962009,0.5814018470524105,0.6513341695731045,2016-09-09
37,0.5910555904753809,0.6755299601235507,0.687128544318333,0.6710163048548593,0.5943155899797842,0.5932772594337695,0.594027220247434,0.5897806450486227,0.5879641040523591,0.6003602171053426,0.6744124697398126,2016-09-16
