,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,date
0,-1.4336061822195998,-1.4409457639516279,-1.469556301618219,-1.60257764617244,-0.7206091128360588,-0.6954515190887198,-0.6789060440309451,-0.6755011389839596,-0.6479619297023531,-0.5787100151565541,-0.5675419816986718,-1.5492309465527558,-1.5735263579927143,-0.6695715010112336,-0.6351748298524835,-0.7014236393940031,-0.6497203404984319,-0.6197060706648507,-0.6195135406947682,-0.5810062576624663,-0.5270299177416,-0.4643268949284045,-1.3744473348946955,-1.404302172812224,-0.6533721460296656,-0.6403651596982349,-0.6245567618345481,-0.619951919039697,-0.5644970015564214,-0.5783567005293431,-0.46184337249611207,-0.4332679300010306,-0.4181987711600238,-0.6360563485549113,-0.6473098152579468,-1.4661660472868108,-0.63832151850098,-0.6317014403166558,-0.6154663236170148,-0.5846112031615811,-0.4739394609069175,-0.4588684535675712,-0.4994129424569197,-0.4994129424569197,-1.4053300709385335,-1.4624081269989013,-1.4629800772305657,-0.64524669616427,-0.5993887401369056,-0.54607697207909,-0.46873408813811773,-0.5204976456826811,-0.4559385480458872,-0.4559385480458872,-0.485145369312869,-1.462827969795062,-1.41339542142298,-0.6363067928004218,-0.6466588840493521,-0.5950270281699955,-0.5434582104575345,-0.4708732689147479,-0.45399278780771846,-0.5087576617694141,-0.5087576617694141,-0.47206138966645816,-0.619128731678346,-0.6315880033931877,-0.6316279388982203,-0.6245778802053779,-0.5760370664579351,-0.4718059968594659,-0.5131364540900517,-0.42558392634348796,-0.42558392634348796,-0.41489761951979254,-0.42914668247368126,-0.5812447539762041,-0.6038915420175708,-0.6155038280587479,-0.5957010649561322,-0.5555915146288601,-0.5224323202203865,-0.4095408809742994,-0.4714604679720719,-0.4714604679720719,-0.5002711753788294,-0.45617895821086224,-0.5682366574396992,-0.5812180940538849,-0.553008604365019,-0.4528653588031918,-0.428203233869742,-0.5362192839080475,-0.5300224698237156,-0.5300224698237156,-0.5108049199501293,-0.4971041266510106,-0.37155878123727115,-0.556361705271302,-0.5254319575087673,-0.28498805680401296,-0.2227041189195505,-0.25332114139138906,-0.4459897439253523,-0.48436245436196695,-0.48436245436196695,-0.4856330779382052,-0.43092687746803293,-0.4079157806803808,-0.4877261612671415,-0.40011191978137184,-0.2593734798422782,-0.2954919004854147,-0.3151730414388412,-0.39213529594370006,-0.4444208583198608,-0.4444208583198608,-0.44942998909787957,-0.48387283479791254,-0.450296588211593,2013-01-01
1,-1.3310375935873067,-1.338090810744442,-1.3651376731021738,-1.4891997960618677,-0.6637277116345413,-0.6405514969695947,-0.6252380780115832,-0.622013725078506,-0.5963538914299329,-0.5316582484198185,-0.5210563257719893,-1.4387661686829563,-1.4616341094697693,-0.6164892150595139,-0.5845109238667034,-0.6458047064699767,-0.5975635280121739,-0.5696168940073287,-0.5694885066099024,-0.5335982952237422,-0.48312741011277516,-0.4243562421810442,-1.276082456843593,-1.3041959013523012,-0.6014844031725896,-0.5895278655106224,-0.5747355788672471,-0.5706285662686833,-0.5189705567019448,-0.531166536675578,-0.4230242849001731,-0.3964551473732848,-0.3823799468830491,-0.5854026636191814,-0.5959205182258687,-1.3621542900489296,-0.5877424504737035,-0.5817228866076977,-0.5666700204539046,-0.5379280669731346,-0.43432146451771303,-0.4202358017859481,-0.4574207564902256,-0.4574207564902256,-1.3051297560454487,-1.3584225167761959,-1.3592810929921242,-0.5942787919738792,-0.5516646935205067,-0.5016843169391325,-0.42953534660207066,-0.47718185761420706,-0.41757388163726106,-0.41757388163726106,-0.4440702101013133,-1.3588516757029576,-1.3129050894226806,-0.5859338073616664,-0.5955208889153936,-0.5474330422138024,-0.4991977558299564,-0.43148842657445585,-0.41590550015976413,-0.4662323375090651,-0.4662323375090651,-0.43193523708225945,-0.5694810884962194,-0.5814068025998326,-0.5816543016244854,-0.5749442927368316,-0.5295869072330011,-0.4321648795918265,-0.470097449494872,-0.3892972546052278,-0.3892972546052278,-0.3793462074576549,-0.3918363466606123,-0.5346219572294116,-0.555822248290837,-0.566666655172464,-0.5480680378479034,-0.5105456332106546,-0.47875234653223175,-0.3741690384632136,-0.43130734392467324,-0.43130734392467324,-0.4583003555326865,-0.41724797629870564,-0.5226458463286275,-0.5346459795839986,-0.5082904987063225,-0.4146488895690933,-0.3915515083485951,-0.49182906211036737,-0.48607051756334607,-0.48607051756334607,-0.4680231970903921,-0.4553183461913804,-0.3380821237772691,-0.5112971220986547,-0.4823023445535036,-0.25766163805941256,-0.19941859839575,-0.22807318889846373,-0.40733055464715606,-0.44333959993575417,-0.44333959993575417,-0.4445971636100019,-0.3935057426859593,-0.3719342772302141,-0.44706484079076514,-0.3651732076994718,-0.23360211196085912,-0.2665091752976559,-0.284955898755049,-0.3570082019301581,-0.40587748302333937,-0.40587748302333937,-0.4106863506210999,-0.44299022772761376,-0.41159210381863554,2013-01-08
2,-1.2284690049550133,-1.2352358575372562,-1.2607190445861285,-1.3758219459512957,-0.6068463104330237,-0.5856514748504693,-0.5715701119922203,-0.5685263111730527,-0.5447458531575127,-0.48460648168308285,-0.47457066984530627,-1.3283013908131565,-1.3497418609468244,-0.5634069291077942,-0.5338470178809231,-0.5901857735459498,-0.545406715525916,-0.5195277173498063,-0.5194634725250357,-0.486190332785018,-0.43922490248394985,-0.3843855894336836,-1.1777175787924903,-1.2040896298923789,-0.549596660315513,-0.5386905713230103,-0.5249143958999462,-0.5213052134976698,-0.47344411184746815,-0.4839763728218125,-0.38420519730423386,-0.3596423647455388,-0.3465611226060744,-0.5347489786834514,-0.5445312211937903,-1.2581425328110485,-0.5371633824464263,-0.5317443328987389,-0.5178737172907946,-0.4912449307846882,-0.3947034681285083,-0.3816031500043249,-0.4154285705235312,-0.4154285705235312,-1.204929441152364,-1.25443690655349,-1.255582108753682,-0.5433108877834878,-0.5039406469041078,-0.457291661799175,-0.39033660506602336,-0.4338660695457328,-0.3792092152286347,-0.3792092152286347,-0.4029950508897575,-1.2548753816108529,-1.2124147574223803,-0.5355608219229118,-0.5443828937814348,-0.49983905625760905,-0.4549373012023783,-0.3921035842341636,-0.3778182125118098,-0.42370701324871596,-0.42370701324871596,-0.3918090844980604,-0.5198334453140923,-0.531225601806477,-0.5316806643507502,-0.5253107052682848,-0.48313674800806644,-0.3925237623241872,-0.42705844489969225,-0.3530105828669676,-0.3530105828669676,-0.3437947953955175,-0.3545260108475433,-0.4879991604826194,-0.5077529545641033,-0.5178294822861798,-0.5004350107396746,-0.4654997517924492,-0.43507237284407674,-0.33879719595212776,-0.3911542198772741,-0.3911542198772741,-0.41632953568654346,-0.3783169943865488,-0.4770550352175561,-0.48807386511411166,-0.46357239304762554,-0.3764324203349947,-0.3548997828274483,-0.44743884031268744,-0.44211856530297633,-0.44211856530297633,-0.4252414742306547,-0.4135325657317503,-0.3046054663172668,-0.46623253892600713,-0.43917273159824033,-0.2303352193148125,-0.1761330778719497,-0.2028252364055384,-0.3686713653689596,-0.40231674550954116,-0.40231674550954116,-0.4035612492817984,-0.3560846079038853,-0.33595277378004684,-0.4064035203143884,-0.3302344956175718,-0.20783074407944002,-0.2375264501098972,-0.25473875607125696,-0.3218811079166161,-0.3673341077268175,-0.3673341077268175,-0.3719427121443204,-0.402107620657315,-0.37288761942567805,2013-01-15
3,-1.1259004163227204,-1.1323809043300703,-1.1563004160700834,-1.2624440958407237,-0.549964909231506,-0.5307514527313442,-0.5179021459728579,-0.5150388972675994,-0.4931378148850921,-0.4375547149463469,-0.4280850139186234,-1.2178366129433569,-1.2378496124238798,-0.5103246431560745,-0.48318311189514296,-0.5345668406219232,-0.4932499030396579,-0.4694385406922841,-0.4694384384401694,-0.43878237034629397,-0.39532239485512477,-0.3444149366863234,-1.079352700741388,-1.1039833584324563,-0.4977089174584367,-0.48785327713539783,-0.47509321293264495,-0.47198186072665604,-0.4279176669929917,-0.436786208968047,-0.34538610970829475,-0.3228295821177932,-0.31074229832909916,-0.4840952937477214,-0.4931419241617119,-1.1541307755731673,-0.4865843144191494,-0.4817657791897808,-0.46907741412768456,-0.4445617945962418,-0.3550854717393034,-0.34297049822270165,-0.37343638455683703,-0.37343638455683703,-1.1047291262592793,-1.1504512963307851,-1.1518831245152406,-0.492342983593097,-0.45621660028770905,-0.41289900665921764,-0.3511378635299763,-0.3905502814772588,-0.3408445488200085,-0.3408445488200085,-0.3619198916782017,-1.1508990875187481,-1.1119244254220808,-0.48518783648415664,-0.493244898647476,-0.4522450703014159,-0.4106768465748003,-0.3527187418938714,-0.3397309248638556,-0.3811816889883668,-0.3811816889883668,-0.35168293191386146,-0.47018580213196515,-0.48104440101312185,-0.4817070270770155,-0.4756771177997381,-0.436686588783132,-0.35288264505654765,-0.3840194403045126,-0.31672391112870746,-0.31672391112870746,-0.3082433833333801,-0.31721567503447434,-0.44137636373582667,-0.45968366083736945,-0.46899230939989556,-0.4528019836314455,-0.42045387037424353,-0.39139239915592217,-0.30342535344104193,-0.3510010958298752,-0.3510010958298752,-0.37435871584040054,-0.339386012474392,-0.43146422410648444,-0.44150175064422537,-0.4188542873889286,-0.3382159511008964,-0.31824805730630146,-0.40304861851500706,-0.3981666130426066,-0.3981666130426066,-0.38245975137091726,-0.37174678527211963,-0.27112880885726465,-0.4211679557533595,-0.3960431186429768,-0.2030088005702123,-0.1528475573481492,-0.17757728391261318,-0.3300121760907634,-0.3612938910833284,-0.3612938910833284,-0.36252533495359507,-0.3186634731218113,-0.2999712703298798,-0.3657421998380119,-0.2952957835356719,-0.18205937619802115,-0.20854372492213819,-0.224521613387465,-0.28675401390307415,-0.3287907324302958,-0.3287907324302958,-0.3331990736675411,-0.3612250135870161,-0.3341831350327207,2013-01-22
4,-1.023331827690427,-1.0295259511228845,-1.051881787554038,-1.1490662457301515,-0.4930835080299886,-0.4758514306122188,-0.46423417995349536,-0.4615514833621459,-0.441529776612672,-0.3905029482096113,-0.38159935799194056,-1.1073718350735573,-1.1259573639009348,-0.4572423572043548,-0.43251920590936255,-0.4789479076978964,-0.44109309055339996,-0.419349364034762,-0.41941340435530305,-0.39137440790757005,-0.3514198872262996,-0.30444428393896283,-0.9809878226902851,-1.0038770869725335,-0.4458211746013603,-0.43701598294778554,-0.42527202996534386,-0.4226585079556422,-0.38239122213851506,-0.3895960451142817,-0.30656702211235554,-0.28601679949004744,-0.2749234740521246,-0.4334416088119917,-0.4417526271296337,-1.0501190183352862,-0.43600524639187255,-0.43178722548082227,-0.4202811109645743,-0.39787865840779535,-0.31546747535009845,-0.30433784644107853,-0.33144419859014274,-0.33144419859014274,-1.0045288113661945,-1.0464656861080792,-1.0481841402767984,-0.4413750794027059,-0.40849255367131,-0.36850635151926003,-0.31193912199392887,-0.34723449340878465,-0.3024798824113819,-0.3024798824113819,-0.32084473246664613,-1.0469227934266434,-1.011434093421781,-0.4348148510454015,-0.4421069035135172,-0.40465108434522234,-0.366416391947222,-0.31333389955357926,-0.30164363721590126,-0.33865636472801774,-0.33865636472801774,-0.31155677932966275,-0.42053815894983826,-0.4308632002197663,-0.4317333898032807,-0.42604353033119147,-0.39023642955819743,-0.313241527788908,-0.3409804357093328,-0.2804372393904473,-0.2804372393904473,-0.27269197127124256,-0.27990533922140537,-0.3947535669890342,-0.4116143671106357,-0.42015513651361125,-0.4051689565232168,-0.375407988956038,-0.34771242546776726,-0.2680535109299561,-0.3108479717824762,-0.3108479717824762,-0.3323878959942576,-0.3004550305622354,-0.3858734129954128,-0.39492963617433885,-0.3741361817302319,-0.2999994818667978,-0.28159633178515453,-0.3586583967173268,-0.35421466078223696,-0.35421466078223696,-0.3396780285111797,-0.3299610048124894,-0.2376521513972626,-0.376103372580712,-0.3529135056877134,-0.17568238182561202,-0.12956203682434891,-0.15232933141968774,-0.29135298681256727,-0.3202710366571155,-0.3202710366571155,-0.3214894206253913,-0.28124233833973733,-0.26398976687971254,-0.32508087936163543,-0.2603570714537716,-0.15628800831660206,-0.17956099973437928,-0.19430447070367296,-0.2516269198895324,-0.2902473571337739,-0.2902473571337739,-0.29445543519076134,-0.3203424065167173,-0.2954786506397632,2013-01-29
5,-0.9207632390581342,-0.9266709979156987,-0.9474631590379929,-1.0356883956195797,-0.4362021068284709,-0.42095140849309365,-0.41056621393413306,-0.4080640694566925,-0.3899217383402517,-0.34345118147287557,-0.3351137020652577,-0.9969070572037577,-1.0140651153779898,-0.4041600712526353,-0.38185529992358236,-0.42332897477387,-0.38893627806714215,-0.36926018737723965,-0.3693883702704366,-0.3439664454688459,-0.3075173795974747,-0.2644736311916025,-0.8826229446391829,-0.9037708155126112,-0.39393343174428386,-0.38617868876017325,-0.37545084699804276,-0.37333515518462856,-0.3368647772840384,-0.3424058812605165,-0.2677479345164163,-0.24920401686230165,-0.23910464977514967,-0.3827879238762617,-0.3903633300975552,-0.9461072610974054,-0.3854261783645956,-0.38180867177186417,-0.3714848078014643,-0.351195522219349,-0.27584947896089385,-0.2657051946594552,-0.28945201262344844,-0.28945201262344844,-0.9043284964731098,-0.9424800758853737,-0.9444851560383565,-0.3904071752123148,-0.36076850705491137,-0.32411369637930254,-0.27274038045788157,-0.3039187053403105,-0.2641152160027558,-0.2641152160027558,-0.27976957325509033,-0.9429464993345388,-0.9109437614214814,-0.3844418656066466,-0.3909689083795588,-0.3570570983890292,-0.32215593731964387,-0.273949057213287,-0.26355634956794693,-0.29613104046766847,-0.29613104046766847,-0.2714306267454637,-0.3708905157677115,-0.3806819994264111,-0.38175975252954575,-0.37640994286264495,-0.34378627033326287,-0.2736004105212688,-0.29794143111415294,-0.24415056765218723,-0.24415056765218723,-0.23714055920910493,-0.2425950034083364,-0.3481307702422416,-0.36354507338390185,-0.37131796362732694,-0.3575359294149879,-0.3303621075378327,-0.3040324517796126,-0.2326816684188705,-0.2706948477350772,-0.2706948477350772,-0.2904170761481148,-0.2615240486500788,-0.34028260188434134,-0.3483575217044522,-0.32941807607153506,-0.26178301263269943,-0.2449446062640076,-0.31426817491964665,-0.3102627085218671,-0.3102627085218671,-0.2968963056514424,-0.28817522435285897,-0.20417549393726042,-0.33103878940806464,-0.30978389273245,-0.14835596308101195,-0.10627651630054863,-0.12708137892676252,-0.25269379753437093,-0.2792481822309027,-0.2792481822309027,-0.280453506297188,-0.24382120355766335,-0.2280082634295455,-0.2844195588852588,-0.2254183593718715,-0.13051664043518296,-0.15057827454662026,-0.16408732801988102,-0.21649982587599043,-0.25170398183725207,-0.25170398183725207,-0.2557117967139818,-0.2794597994464184,-0.2567741662468057,2013-02-05
6,-0.8181946504258408,-0.8238160447085129,-0.8430445305219476,-0.9223105455090075,-0.37932070562695325,-0.3660513863739684,-0.35689824791477054,-0.35457665555123896,-0.33831370006783135,-0.29639941473613995,-0.28862804613857507,-0.8864422793339581,-0.9021728668550447,-0.3510777853009155,-0.33119139393780217,-0.36771004184984324,-0.336779465580884,-0.31917101071971743,-0.3193633361855702,-0.2965584830301218,-0.2636148719686495,-0.22450297844424205,-0.7842580665880801,-0.8036645440526884,-0.34204568888720743,-0.33534139457256074,-0.32562966403074145,-0.3240118024136148,-0.29133833242956186,-0.29521571740675123,-0.2289288469204772,-0.21239123423455564,-0.20328582549817487,-0.33213423894053173,-0.3389740330654769,-0.8420955038595243,-0.33484711033731884,-0.33183011806290563,-0.3226885046383543,-0.3045123860309027,-0.23623148257168913,-0.22707254287783207,-0.24745982665675414,-0.24745982665675414,-0.8041281815800252,-0.8384944656626685,-0.8407861717999148,-0.33943927102192384,-0.3130444604385123,-0.27972104123934516,-0.2335416389218345,-0.2606029172718365,-0.22575054959412955,-0.22575054959412955,-0.23869441404353475,-0.838970205242434,-0.8104534294211817,-0.33406888016789127,-0.3398309132456001,-0.309463112432836,-0.27789548269206577,-0.23456421487299484,-0.22546906191999272,-0.2536057162073193,-0.2536057162073193,-0.23130447416126498,-0.3212428725855845,-0.3305007986330556,-0.3317861152558107,-0.3267763553940982,-0.2973361111083285,-0.2339592932536294,-0.2549024265189732,-0.20786389591392707,-0.20786389591392707,-0.2015891471469674,-0.20528466759526742,-0.3015079734954492,-0.3154757796571681,-0.32248079074104297,-0.309902902306759,-0.2853162261196269,-0.2603524780914577,-0.19730982590778468,-0.23054172368767817,-0.23054172368767817,-0.24844625630197176,-0.22259306673792195,-0.2946917907732697,-0.30178540723456593,-0.284699970412838,-0.22356654339860105,-0.2082928807428608,-0.2698779531219664,-0.26631075626149747,-0.26631075626149747,-0.25411458279170496,-0.24638944389322864,-0.17069883647725836,-0.28597420623541725,-0.2666542797771866,-0.12102954433641189,-0.08299099577674812,-0.10183342643383719,-0.2140346082561747,-0.2382253278046898,-0.2382253278046898,-0.2394175919689846,-0.20640006877558947,-0.19202675997937835,-0.24375823840888233,-0.19047964728997147,-0.10474527255376398,-0.12159554935886147,-0.13387018533608908,-0.18137273186244857,-0.2131606065407302,-0.2131606065407302,-0.21696815823720228,-0.23857719237611974,-0.21806968185384834,2013-02-12
7,-0.7156260617935475,-0.7209610915013268,-0.7386259020059023,-0.808932695398435,-0.32243930442543584,-0.31115136425484335,-0.303230281895408,-0.30108924164578565,-0.2867056617954111,-0.24934764799940434,-0.2421423902118922,-0.7759775014641583,-0.7902806183320997,-0.2979954993491959,-0.2805274879520221,-0.3120911089258166,-0.2846226530946262,-0.2690818340621952,-0.26933830210070375,-0.24915052059139786,-0.21971236433982444,-0.18453232569688172,-0.6858931885369774,-0.7035582725927658,-0.290157946030131,-0.28450410038494844,-0.2758084810634406,-0.2746884496426012,-0.24581188757508543,-0.24802555355298583,-0.190109759324538,-0.17557845160680996,-0.16746700122120017,-0.28148055400480176,-0.28758473603339874,-0.7380837466216431,-0.2842680423100419,-0.2818515643539474,-0.2738922014752443,-0.25782924984245637,-0.1966134861824843,-0.18843989109620884,-0.20546764069005985,-0.20546764069005985,-0.7039278666869404,-0.7345088554399626,-0.7370871875614726,-0.28847136683153285,-0.26532041382211347,-0.23532838609938767,-0.1943428973857872,-0.21728712920336235,-0.1873858831855032,-0.1873858831855032,-0.19761925483197895,-0.7349939111503293,-0.7099630974208816,-0.28369589472913637,-0.28869291811164155,-0.26186912647664284,-0.23363502806448766,-0.19517937253270268,-0.1873817742720384,-0.21108039194697037,-0.21108039194697037,-0.19117832157706605,-0.2715952294034575,-0.2803195978397004,-0.28181247798207587,-0.2771427679255516,-0.2508859518833941,-0.1943181759859901,-0.2118634219237936,-0.171577224175667,-0.171577224175667,-0.16603773508482988,-0.16797433178219845,-0.25488517674865674,-0.26740648593043437,-0.2736436178547589,-0.2622698751985302,-0.2402703447014214,-0.216672504403303,-0.16193798339669885,-0.19038859964027915,-0.19038859964027915,-0.20647543645582894,-0.18366208482576535,-0.24910097966219824,-0.2552132927646794,-0.2399818647541413,-0.18535007416450244,-0.17164115522171386,-0.22548773132428634,-0.22235880400112762,-0.22235880400112762,-0.2113328599319675,-0.2046036634335982,-0.1372221790172562,-0.24090962306276986,-0.2235246668219233,-0.0937031255918116,-0.05970547525294784,-0.07658547394091175,-0.17537541897797848,-0.19720247337847702,-0.19720247337847702,-0.19838167764078118,-0.16897893399351538,-0.1560452565292112,-0.20309691793250573,-0.15554093520807144,-0.07897390467234477,-0.09261282417110256,-0.10365304265229702,-0.1462456378489066,-0.17461723124420847,-0.17461723124420847,-0.17822451976042286,-0.19769458530582085,-0.17936519746089086,2013-02-19
8,-0.6130574731612544,-0.618106138294141,-0.6342072734898572,-0.6955548452878633,-0.2655579032239183,-0.2562513421357181,-0.2495623158760455,-0.24760182774033246,-0.2350976235229909,-0.20229588126266873,-0.19565673428520947,-0.6655127235943588,-0.678388369809155,-0.2449132133974763,-0.2298635819662419,-0.25647217600179006,-0.2324658406083685,-0.2189926574046731,-0.21931326801583761,-0.20174255815267383,-0.17580985671099958,-0.1445616729495215,-0.5875283104858748,-0.6034520011328433,-0.2382702031730548,-0.23366680619733626,-0.2259872980961395,-0.22536509687158757,-0.20028544272060889,-0.20083538969922066,-0.1512906717285991,-0.13876566897906417,-0.13164817694422537,-0.2308268690690719,-0.23619543900132034,-0.6340719893837622,-0.23368897428276503,-0.2318730106449891,-0.22509589831213417,-0.21114611365401004,-0.1569954897932796,-0.14980723931458584,-0.16347545472336578,-0.16347545472336578,-0.6037275517938558,-0.6305232452172571,-0.6333882033230307,-0.23750346264114186,-0.21759636720571474,-0.19093573095943028,-0.15514415584974,-0.17397134113488844,-0.14902121677687707,-0.14902121677687707,-0.15654409562042337,-0.6310176170582248,-0.6094727654205819,-0.23332290929038135,-0.23755492297768277,-0.2142751405204496,-0.18937457343690967,-0.15579453019241063,-0.14929448662408407,-0.1685550676866212,-0.1685550676866212,-0.15105216899286722,-0.2219475862213307,-0.2301383970463452,-0.23183884070834104,-0.2275091804570052,-0.20443579265845963,-0.1546770587183507,-0.16882441732861386,-0.13529055243740695,-0.13529055243740695,-0.13048632302269236,-0.1306639959691296,-0.20826238000186414,-0.21933719220370074,-0.2248064449684748,-0.21463684809030148,-0.19522446328321585,-0.1729925307151483,-0.12656614088561324,-0.15023547559288025,-0.15023547559288025,-0.16450461660968602,-0.14473110291360874,-0.2035101685511267,-0.208641178294793,-0.1952637590954447,-0.14713360493040417,-0.13498942970056715,-0.1810975095266062,-0.178406851740758,-0.178406851740758,-0.16855113707223013,-0.16281788297396788,-0.10374552155725414,-0.19584503989012236,-0.18039505386665988,-0.06637670684721153,-0.03641995472914755,-0.051337521447986534,-0.13671622969978225,-0.15617961895226412,-0.15617961895226412,-0.15734576331257766,-0.13155779921144173,-0.12006375307904438,-0.16243559745612923,-0.1206022231261713,-0.0532025367909259,-0.06363009898334376,-0.07343589996850519,-0.11111854383536485,-0.13607385594768684,-0.13607385594768684,-0.13948088128364333,-0.15681197823552206,-0.14066071306793348,2013-02-26
9,-0.5104888845289612,-0.5152511850869553,-0.5297886449738118,-0.5821769951772913,-0.20867650202240068,-0.20135132001659284,-0.19589434985668297,-0.19411441383487904,-0.18348958525057069,-0.155244114525933,-0.14917107835852683,-0.5550479457245592,-0.56649612128621,-0.19183092744575658,-0.1791996759804616,-0.20085324307776342,-0.18030902812211047,-0.16890348074715078,-0.16928823393097125,-0.1543345957139498,-0.13190734908217439,-0.10459102020216093,-0.48916343243477245,-0.5033457296729207,-0.18638246031597838,-0.18282951200972375,-0.1761661151288384,-0.17604174410057383,-0.15475899786613234,-0.15364522584545526,-0.1124715841326599,-0.1019528863513185,-0.09582935266725057,-0.18017318413334193,-0.18480614196924194,-0.530060232145881,-0.18310990625548818,-0.18189445693603068,-0.17629959514902405,-0.1644629774655637,-0.11737749340407488,-0.1111745875329625,-0.12148326875667148,-0.12148326875667148,-0.5035272369007713,-0.5265376349945519,-0.5296892190845888,-0.18653555845075087,-0.16987232058931578,-0.1465430758194728,-0.11594541431369282,-0.1306555530664143,-0.11065655036825062,-0.11065655036825062,-0.11546893640886757,-0.5270413229661203,-0.5089824334202823,-0.18294992385162623,-0.1864169278437241,-0.16668115456425625,-0.14511411880933145,-0.11640968785211836,-0.11120719897612985,-0.12602974342627193,-0.12602974342627193,-0.1109260164086684,-0.1722999430392037,-0.17995719625298978,-0.181865203434606,-0.17787559298845845,-0.15798563343352506,-0.11503594145071128,-0.12578541273343402,-0.09900388069914678,-0.09900388069914678,-0.09493491096055484,-0.09335366015606061,-0.16163958325507177,-0.171267898476967,-0.1759692720821905,-0.16700382098207256,-0.15017858186501032,-0.1293125570269934,-0.09119429837452742,-0.11008235154548135,-0.11008235154548135,-0.12253379676354309,-0.10580012100145203,-0.15791935744005525,-0.1620690638249065,-0.15054565343674775,-0.10891713569630568,-0.09833770417942023,-0.13670728772892604,-0.13445489948038825,-0.13445489948038825,-0.12576941421249277,-0.12103210251433755,-0.07026886409725186,-0.15078045671747486,-0.13726544091139647,-0.03905028810261135,-0.013134434205347045,-0.026089568955061315,-0.09805704042158592,-0.11515676452605123,-0.11515676452605123,-0.11630984898437424,-0.09413666442936763,-0.08408224962887711,-0.12177427697975274,-0.08566351104427117,-0.02743116890950681,-0.03464737379558486,-0.04321875728471314,-0.07599144982182288,-0.09753048065116499,-0.09753048065116499,-0.1007372428068638,-0.1159293711652234,-0.101956228674976,2013-03-05
