,0,1,2,3,4,5,6,7,8,9,date
0,-1.4661660472868108,-0.6695715010112336,-0.47206138966645816,-0.4559385480458872,-0.42558392634348796,-0.5108049199501293,-0.4856330779382052,-0.4444208583198608,-0.4444208583198608,-1.4624081269989013,2013-01-01
1,-1.3621542900489296,-0.6164892150595139,-0.43193523708225945,-0.41757388163726106,-0.3892972546052278,-0.4680231970903921,-0.4445971636100019,-0.40587748302333937,-0.40587748302333937,-1.3584225167761959,2013-01-08
2,-1.2581425328110485,-0.5634069291077942,-0.3918090844980604,-0.3792092152286347,-0.3530105828669676,-0.4252414742306547,-0.4035612492817984,-0.3673341077268175,-0.3673341077268175,-1.25443690655349,2013-01-15
3,-1.1541307755731673,-0.5103246431560745,-0.35168293191386146,-0.3408445488200085,-0.31672391112870746,-0.38245975137091726,-0.36252533495359507,-0.3287907324302958,-0.3287907324302958,-1.1504512963307851,2013-01-22
4,-1.0501190183352862,-0.4572423572043548,-0.31155677932966275,-0.3024798824113819,-0.2804372393904473,-0.3396780285111797,-0.3214894206253913,-0.2902473571337739,-0.2902473571337739,-1.0464656861080792,2013-01-29
5,-0.9461072610974054,-0.4041600712526353,-0.2714306267454637,-0.2641152160027558,-0.24415056765218723,-0.2968963056514424,-0.280453506297188,-0.25170398183725207,-0.25170398183725207,-0.9424800758853737,2013-02-05
6,-0.8420955038595243,-0.3510777853009155,-0.23130447416126498,-0.22575054959412955,-0.20786389591392707,-0.25411458279170496,-0.2394175919689846,-0.2131606065407302,-0.2131606065407302,-0.8384944656626685,2013-02-12
7,-0.7380837466216431,-0.2979954993491959,-0.19117832157706605,-0.1873858831855032,-0.171577224175667,-0.2113328599319675,-0.19838167764078118,-0.17461723124420847,-0.17461723124420847,-0.7345088554399626,2013-02-19
8,-0.6340719893837622,-0.2449132133974763,-0.15105216899286722,-0.14902121677687707,-0.13529055243740695,-0.16855113707223013,-0.15734576331257766,-0.13607385594768684,-0.13607385594768684,-0.6305232452172571,2013-02-26
9,-0.530060232145881,-0.19183092744575658,-0.1109260164086684,-0.11065655036825062,-0.09900388069914678,-0.12576941421249277,-0.11630984898437424,-0.09753048065116499,-0.09753048065116499,-0.5265376349945519,2013-03-05
10,-0.4260484749079999,-0.13874864149403698,-0.07079986382446934,-0.07229188395962438,-0.06271720896088662,-0.0829876913527553,-0.07527393465617083,-0.05898710535464324,-0.05898710535464324,-0.42255202477184617,2013-03-12
11,-0.32203671767011877,-0.08566635554231739,-0.030673711240270518,-0.033927217550998034,-0.02643053722262656,-0.04020596849301783,-0.03423802032796741,-0.0204437300581215,-0.0204437300581215,-0.3185664145491408,2013-03-19
12,-0.21802496043223796,-0.032584069590597675,0.009452441343928308,0.004437448857628201,0.009856134515633608,0.0025757543667195293,0.006797894000236004,0.018099645238400297,0.018099645238400297,-0.21458080432643523,2013-03-26
13,-0.11401320319435682,0.022097458275435855,0.05211322733159196,0.044948627344113146,0.04833307275641202,0.047783424748176484,0.05029605793861974,0.05918487800112293,0.05918487800112293,-0.11059519410372975,2013-04-02
14,-0.010001445956475674,0.08059856639544688,0.10086108564973728,0.09068693716425658,0.09215258140499921,0.09878258979608107,0.09967874366213841,0.1063560077803708,0.1063560077803708,-0.0066095838810242835,2013-04-09
15,0.0940103112814053,0.14385089940745954,0.1572227245836918,0.14305353908497015,0.14275771656555292,0.15698264894494512,0.1563859850179531,0.16111630770232838,0.16111630770232838,0.09737602634168124,2013-04-16
16,0.19729618207819738,0.2127861019494982,0.22272485241878326,0.2034495938731652,0.20159153434223115,0.22379300162928056,0.221857815853225,0.22496905089318053,0.22496905089318053,0.2006295413359695,2013-04-23
17,0.298308518858317,0.28813742654360597,0.2985869698390217,0.27302966731030576,0.2698472112781567,0.30032239882089307,0.29723035815390675,0.2991059340862252,0.2991059340862252,0.30159007593674336,2013-04-30
18,0.3958146799200225,0.3685339174254542,0.3827702384702707,0.3503328623143668,0.3460676238260204,0.38449082069097584,0.38041635048912525,0.38141397819884604,0.38141397819884604,0.3990144452389827,2013-05-07
19,0.4885820235615721,0.45133724971668987,0.4712733154125545,0.43232298297310245,0.4271993670726128,0.4722976439939539,0.4673870807590788,0.4677897908951014,0.4677897908951014,0.4916594643376676,2013-05-14
20,0.5753720965309802,0.5338916813984624,0.5600678875512416,0.5159421844317862,0.5101670988044418,0.5597158511061818,0.5540871559872614,0.5541026260816495,0.5541026260816495,0.5782762071180088,2013-05-21
21,0.6549002920402113,0.6135454360760844,0.6451416074254789,0.5981364017714379,0.5918988032845066,0.6427405739346407,0.636483364206902,0.6362441787304727,0.6362441787304727,0.6575701525514814,2013-05-28
22,0.7258599939608013,0.6878158950191741,0.7231631585019977,0.6760128070122815,0.6694643589570336,0.7183117547647019,0.7114886466024827,0.7110633898960212,0.7110633898960212,0.7282250366606098,2013-06-04
23,0.7869444506179244,0.7544492718740634,0.7917225063331761,0.7468966895868594,0.7401255952657221,0.7846474523969905,0.7772958773442294,0.776704139866212,0.776704139866212,0.7889244615621511,2013-06-11
24,0.8368725568883333,0.8112080234836567,0.8484750117892694,0.8081288215445315,0.8011579669019808,0.8400564501095762,0.8321887840182425,0.8314022275325291,0.8314022275325291,0.8383786284506405,2013-06-18
25,0.8748236145427093,0.8558547399485718,0.8910762258534004,0.8570501316180758,0.8498370788724685,0.8828477689629414,0.8744513332276225,0.8733936971566066,0.8733936971566066,0.8757752451648853,2013-06-25
26,0.9003751650046381,0.88651713750457,0.9177026087656731,0.8914308611048717,0.8838503999673882,0.9119819538268127,0.9030223981558867,0.901586907208737,0.901586907208737,0.9007150500234311,2013-07-02
27,0.9131178807321132,0.9024840068456259,0.9281870741808176,0.9104064339210498,0.9021950957455662,0.9284913477278345,0.9189234071088792,0.9170281262687201,0.9170281262687201,0.912812400072646,2013-07-09
28,0.9126434950344694,0.9032744079947393,0.9226910507886241,0.9133830229285917,0.9041280765169111,0.9338191817008172,0.9235888097687069,0.9211876225340792,0.9211876225340792,0.9116828283349258,2013-07-16
29,0.8986073923015299,0.8884074009749096,0.9013759672788819,0.8997668009894789,0.8889062525913313,0.9294086867805713,0.9184530558174767,0.9155356642023371,0.9155356642023371,0.897012426394332,2013-07-23
30,0.8707636160978744,0.8575787027488944,0.86452646342706,0.8691686542666524,0.8560198939225596,0.9163897402431955,0.9046447626243006,0.9012360996198149,0.9012360996198149,0.8685966516055086,2013-07-30
31,0.828874696798815,0.8119267875064564,0.813433443945365,0.8228713624519891,0.8068651186754434,0.8933330592173931,0.8807948150580599,0.87695024620806,0.87695024620806,0.8262403691313218,2013-08-06
32,0.7727042259337118,0.7532946373131146,0.7498791793556912,0.7629741018815932,0.743768683274401,0.857559706042126,0.8443144387234116,0.8401174190220235,0.8401174190220235,0.7697494944383524,2013-08-13
33,0.7030727044644131,0.6835300039717609,0.6756492668792458,0.6915815761506943,0.6690636448542351,0.8063822825048705,0.7926066017525624,0.7881686597806745,0.7881686597806745,0.699976045493266,2013-08-20
34,0.6238408397022411,0.6045277351306573,0.592584939336751,0.6108489285275355,0.5851378173468913,0.7372686692478432,0.7232320478860153,0.718695910124608,0.718695910124608,0.6207811604060431,2013-08-27
35,0.5394126498314451,0.5194898061834079,0.5040715750076921,0.5243312367234898,0.49589876930874593,0.6519964540158609,0.6381305244371476,0.6337568294265999,0.6337568294265999,0.5365637327887168,2013-09-03
36,0.454192153036273,0.43306333726025137,0.4152017408455609,0.43713132915703057,0.40693429175667994,0.557107984966759,0.5440831524776363,0.5403463209508178,0.5403463209508178,0.45172265625331914,2013-09-10
37,0.3723940395958435,0.3499702349495834,0.3311563510753024,0.3544321305792401,0.323919127473409,0.45939218732862974,0.4481215949015933,0.4457147910777157,0.4457147910777157,0.37048112008304035,2013-09-17
38,0.2971735770388896,0.27492946980138233,0.25711329579637765,0.2814130654184284,0.2525245439167892,0.36563480319685676,0.35727395359819764,0.3571087340188548,0.3571087340188548,0.2960791242990918,2013-09-24
39,0.23131773095369712,0.21143311531185588,0.19698675867182414,0.22179086072428655,0.19696955716893644,0.28129142308610106,0.27708027552043274,0.2801398464096275,0.2801398464096275,0.23141486909548492,2013-10-01
40,0.17761309714748647,0.15985370415847233,0.15147779003844586,0.17556315060057054,0.15778065064855384,0.20843555900784044,0.20929703988043113,0.21626314543659853,0.21626314543659853,0.17938621149371298,2013-10-08
41,0.1385555086868525,0.12007528562696523,0.12078430135572688,0.14214520294973776,0.1349061006008147,0.14861112926911302,0.15508826369466977,0.16628276118675678,0.16628276118675678,0.1426039790720141,2013-10-15
42,0.11326068177861326,0.09198190900306791,0.10510420408315102,0.12095228567424543,0.12829418327089204,0.10336205217695676,0.11561796397962532,0.1310028237470912,0.1310028237470912,0.12034228213078263,2013-10-22
