,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,2013,0.8818452832577468,0.8801957236540164,0.8869224495213665,0.8881800322221552,0.8742644355608205,0.8425338242338225,0.8483957815416169,0.8541353667651246,0.8602818923056897,0.8588778480065815,0.8579462192947197,0.8702635591841726,0.8827731236862573,0.8825291122698937,0.882595222437263,0.8719327927567531,0.8423372487063854,0.8330901192381924,0.8528922676116353,0.8673366465006528,0.8690403589028232,0.8721762345053653,0.8282626153259177,0.8608099495492249,0.8764091101318093,0.8827546035647581,0.8879077853330459,0.8727231654026941,0.8345687404624573,0.833556239975097,0.8678392440555868,0.880032777405788,0.8810095989787665,0.7964594690274636,0.8755073973274554,0.8926763531593561,0.8913370919727756,0.8996989799520412,0.8833787281227315,0.8597258874525432,0.8844606866068406,0.8909282544624941,0.8853686457163883,0.8853686457163883,0.8645955489666425,0.8916715629541764,0.8866005486698914,0.8895059941268334,0.8868690958784887,0.8809204283508474,0.8810088785687611,0.8883821887152274,0.891898578597564,0.891898578597564,0.8922720600877165,0.8892199973824803,0.8905143209983785,0.8884788238894699,0.8892107627382553,0.88034065495183,0.8908381435594857,0.8820291061359327,0.8800671460983155,0.8832617831711171,0.8832617831711171,0.8912431895895208,0.8901520981135584,0.8933189908851589,0.8845498437256505,0.8873612714834552,0.8770303509317102,0.8855189209186952,0.8885395739137453,0.8822236314311912,0.8822236314311912,0.8806009397717262,0.8803353407004415,0.8902112460091329,0.8925583211740917,0.8844999865584044,0.8817941361677584,0.8820600998723448,0.8873779760636361,0.8911625745343525,0.8887170080495498,0.8887170080495498,0.8874969261860867,0.8577717558879342,0.8932976491950635,0.8945269141573416,0.8930360222354681,0.8886445941393221,0.8888376493518415,0.8843860823231132,0.8808841551833352,0.8808841551833352,0.888009142247498,0.8799302036190327,0.8570630865452349,0.8927240219275695,0.8945927833828273,0.8961878637982201,0.8954862364830551,0.8849247719847047,0.8702195888897694,0.8701953272033682,0.8701953272033682,0.8782182059992137,0.8756399078119552,0.8743446822101313,0.8851374960132106,0.8825692205011195,0.8898333705504454,0.8873122649019006,0.881414986895847,0.8720753197740171,0.8729248556789944,0.8729248556789944,0.8782217936811703,0.86934535409317,0.8725824501926168
1,2014,0.8876689978368374,0.8864589738179263,0.8912057321839665,0.8911377937844547,0.8804036407632128,0.8670021582739832,0.8707167736121733,0.873147062842055,0.8748356107975273,0.8732172614765192,0.8727242012156722,0.8823186272973728,0.8910583899040321,0.8869074645586852,0.8854219647065391,0.8790622137830251,0.8605648581110281,0.8497956135183306,0.862050296638569,0.8748201188830439,0.8779670268278991,0.8822910288204919,0.8484521719305086,0.8622296383719781,0.8817617883106132,0.8854280952979682,0.8898059381755505,0.8802398699748483,0.8523834487977935,0.8493033691346928,0.8746267876331991,0.884586290384926,0.8890983584261061,0.8157858370518315,0.8642706879945291,0.8928103319027977,0.8922310703464567,0.8709761980667073,0.8882060663223281,0.8707285331816187,0.8892367038771237,0.8972231838242561,0.8916731144353721,0.8916731144353721,0.8692549208248432,0.8891436148083078,0.8896065512875377,0.8914628601728823,0.8476285896242902,0.8512435975637779,0.8873741543299076,0.8954150812123813,0.8960004874618845,0.8960004874618845,0.8984376761076326,0.8874307942967722,0.8933855959929828,0.8922221931766259,0.8841909238397027,0.8587070703506471,0.8596029379198514,0.8889501289494144,0.8887114110189184,0.8880451704428551,0.8880451704428551,0.8947519301756686,0.8815922008585092,0.8958851849993845,0.8892438053644541,0.8568831903284455,0.8610065538198828,0.887870588062362,0.8929701219045668,0.8890403250119716,0.8890403250119716,0.8863578426486683,0.8874242393637535,0.8947208706272703,0.8972522499749649,0.881374631213292,0.868031087492345,0.882046981935569,0.8943244090946673,0.8941038286872385,0.8928181100740284,0.8928181100740284,0.892167900049152,0.8728534064325439,0.8983724631446045,0.8969576686890532,0.8687617329072423,0.8667352498516461,0.8878087541228269,0.8880215011205743,0.8864260500226704,0.8864260500226704,0.8906596977636703,0.8862651675352489,0.8732591276655522,0.9055632592090173,0.8968465014577715,0.872629424582404,0.8481525313327759,0.8703546661912048,0.8759406962084716,0.8782888914595889,0.8782888914595889,0.8851690988205845,0.8836528423921525,0.883581393583721,0.8778945107020497,0.8692578843462303,0.8497061831564178,0.8406790879167099,0.8777889301163997,0.876353304042491,0.8756540088030882,0.8756540088030882,0.8832108339415466,0.8754829696510227,0.8798420256570041
2,2015,0.8943903698287107,0.8927183228448121,0.8947110339442302,0.8945691926003018,0.8880017412752248,0.8880072644540762,0.8902551423548549,0.8898264692286453,0.8880075847132974,0.8857551541647222,0.8879146812470919,0.8914054589552175,0.8989411379804656,0.8381707986228083,0.8892229662072154,0.8879665543579388,0.8786674305278196,0.8694536963883372,0.8742539483121271,0.881386310311417,0.8867995064556375,0.8920458380711276,0.790614702389715,0.7414528670893737,0.8872483950308924,0.8861272317591106,0.8899620710163801,0.8872275057661098,0.8704237451824304,0.8652114242777631,0.8772626329313586,0.8879947637077283,0.8923309578485065,0.8131699979159074,0.8626894466687839,0.8958492360965011,0.8913757110947597,0.8324997046168273,0.8905583879451505,0.8808132391554951,0.8934659168832365,0.8926322309618384,0.9002063128927351,0.9002063128927351,0.8098573046338177,0.8400220589359849,0.8911078155224201,0.8915703565342101,0.7720199828474222,0.758684498795852,0.8923595132785322,0.9010632620292524,0.8807383158814459,0.8807383158814459,0.8777510853177241,0.8399972754318707,0.8968084070731052,0.8965193835548437,0.882874643382762,0.7176252914032595,0.8478077185996138,0.894527183157509,0.895499667497144,0.8562437466585681,0.8562437466585681,0.8905882289252606,0.8171634461249473,0.8988274059482674,0.8925708466935848,0.8445029498391436,0.7759430388313686,0.8916663833411854,0.8962412681983329,0.8940881605258989,0.8940881605258989,0.8896384104916468,0.893354384179265,0.8961251820100519,0.9006869519279347,0.8758747799389069,0.7846766606727072,0.8854375314192832,0.9001977755801674,0.8957879649925817,0.8953171942650711,0.8953171942650711,0.8967327524687443,0.8865849259161691,0.9017402539209564,0.8978982894838701,0.853977420620426,0.8278379025934559,0.8871197309215801,0.8915375354971081,0.8890641155754924,0.8890641155754924,0.8933694933790768,0.8896168953119636,0.885421839868529,0.8969052764094774,0.8982966591127064,0.8597013843180158,0.8178251819817524,0.8583506669123524,0.8793914500127943,0.8827127041801343,0.8827127041801343,0.8874642026715294,0.8867119477455291,0.8871516215562296,0.8738268039076773,0.8625462071951353,0.832831715223177,0.8182046385616031,0.8749316829974823,0.8795235837383969,0.8776752010188438,0.8776752010188438,0.8843919382852112,0.847353904411589,0.8817595401478127
3,2016,0.9025291838540248,0.8987197548732616,0.8965660578798128,0.892979068478605,0.8881489766045346,0.8917880124348235,0.9030826379440948,0.9007879513988265,0.8975526083242672,0.8936257681929941,0.8882622089866757,0.8949897193886105,0.9056245560513622,0.6536136218400878,0.8998183624628089,0.9004704028621363,0.896377158692018,0.8954840406364393,0.8929480669561651,0.8815497433731614,0.8900125347590887,0.8801850704424089,0.5893415513639486,0.616164309207188,0.9002208863438446,0.9019966968877711,0.9055765254630321,0.8878722105986523,0.8932435495943453,0.8423393549506393,0.8716301792697208,0.8905173974131728,0.8833673264336117,0.7050062708072076,0.8767901448118696,0.8966224954106158,0.9045439348220037,,0.8908633863097711,0.8898971982851074,0.8907140836082579,0.8308024262014683,0.8966487666653623,0.8966487666653623,0.5884213097469916,0.6142967653528539,0.8958971477680213,0.8952918106737638,0.6964453347255127,0.6661213020294648,0.8994911779190784,0.9124061727859234,,,0.7338911911466717,0.6436397341677705,0.9074262676073969,0.9056423693051777,0.8408482190910823,0.5765435124558727,0.7150450687663835,0.891391083284431,0.9103642458208223,0.6901338603105521,0.6901338603105521,0.8487810291167159,0.6999091514084567,0.907854728845205,0.896933885196428,0.7193659022201739,0.689690546682011,0.8736501782204311,0.8986546379784448,0.8954465213962641,0.8954465213962641,0.8844968769810988,0.8954999147326839,0.9077177143645618,0.9042227183723444,0.8795844950945287,0.6634069281901175,0.8505459194311218,0.8976962282558864,0.8906387147225944,0.8946792325516538,0.8946792325516538,0.8875070963235313,0.8871824093643292,0.9008735952390707,0.896732801652568,0.8730595588260004,0.7342675340065028,0.8690040590629159,0.882296788224837,0.8851444427142907,0.8851444427142907,0.8845947574823194,0.8841219402643772,0.8834723101212539,0.8698614909115523,0.8995207930392773,0.8832926842411476,0.8433322137276424,0.8565892113752764,0.8774648623840879,0.8751087515734751,0.8751087515734751,0.8787372808749889,0.8781765571750884,0.8786352294723783,0.8854188059432493,0.8898476061950142,0.8682053032932635,0.863741990269125,0.8765413729635625,0.8819693406446854,0.879315075426743,0.879315075426743,0.8761491344402895,0.6613126341957279,0.8713174462894548
4,2017,0.8767037614909157,0.8703830902039583,0.8709471118327043,0.8805443175259322,0.8698068010292538,0.8677157421918469,0.5230578204945532,0.5211040943435649,0.878362131636981,0.884876801228383,0.8875809552888023,0.8731336310862958,0.8850338989375475,0.8844560803654036,0.8911888772463771,0.8636547518214861,0.8666270230870536,0.8564322734437289,0.5381389378968026,0.4779245184982104,0.44916526828611625,0.4416589417934417,0.8559780359967339,0.8784162378836328,0.887558121463634,0.8824609921622852,0.8700818028118761,0.8661961818084583,0.4904033619538271,0.5476602704733701,0.8546176202184821,0.8893558034798168,0.4463824328718845,0.8063969796197668,0.876884963207615,0.8903490446203375,0.8866943982211954,0.8476001198453466,0.4968353320166302,0.7713204305422257,0.566081739569559,0.4571034611622508,0.8730643597797493,0.8730643597797493,0.8258557112978752,0.6706972999717871,0.8907666830721183,0.8879818799964296,0.7302175742834518,0.6989754682854246,0.7913407922562382,0.8706178990963538,0.563119279232914,0.563119279232914,0.5754453930207667,0.848519685762914,0.8899065824586466,0.8687870222959204,0.8350766444153678,0.7009777192031823,0.8107674879421187,0.8761809370918949,0.8795232880716292,0.7640863858280698,0.7640863858280698,0.8569972735639692,0.8908028199054079,0.8838769684951475,0.8568088004160478,0.7775820484480437,0.7484139585408927,0.8482910890148834,0.8861456215998876,0.8832145590695044,0.8832145590695044,0.7967514294985136,0.8705185180501308,0.8820966185261326,0.8747182742173745,0.8695535708262235,0.7768611933111476,0.8321306322763105,0.8811010071684393,0.8731645131400843,0.8325945349163818,0.8325945349163818,0.8393603601038142,0.8722028494667236,0.8731228109210083,0.8780125683578518,0.8557838627823589,0.7974762554660534,0.8383393509930048,0.8604802703045394,0.8687335518197179,0.8687335518197179,0.8761955490789906,0.8756703258385541,0.871488171493922,0.8273727144471354,0.8771471180501945,0.869414846737439,0.8557754807532194,0.8441210185246094,0.8460067046799502,0.8561440529351312,0.8561440529351312,0.8683421463858619,0.8574286648084087,0.8681764411624413,0.8457930213393279,0.871452579561257,0.8491497904373749,0.8394331516737851,0.8474900243060911,0.8468177893147801,0.8515600966433409,0.8515600966433409,0.8609240972821521,0.8597510550343234,0.8572328769743066
5,2018,0.8533110903006491,0.8444047148049959,0.8461720397446336,0.8573344679784025,0.84524070970952,0.7688960503416602,0.029337260872125626,0.009773912839591503,0.8566764121306092,0.8610436482983994,0.8604015699196448,0.8503015378138983,0.8577031898997942,0.8499470482475796,0.8469285540131951,0.8279557214779647,0.8480139996317584,0.836519011717176,0.025421205908060074,0.016275104135274887,0.007288658060133457,0.0031328131444752216,0.8262746464605772,0.8484559452837807,0.8596498190059065,0.8562280774158836,0.8390774454697059,0.8313946875451126,0.019490130245685577,0.03078712522983551,0.8242445564336094,0.020090186968445778,0.009397539310157299,0.7966950854313762,0.8577646481148243,0.8668624136198753,0.8649000467359123,0.8691637100334643,0.004042156971991062,0.006491175387054682,0.010624727234244347,0.01021793857216835,0.8380856750109638,0.8380856750109638,0.8451901620399538,0.7270978345907175,0.8647751228143091,0.862610317566032,0.7512594368935005,0.7307057765669949,0.005808513145893812,0.8374261448365026,0.011292126029729843,0.011292126029729843,0.008285910822451115,0.8600689023228263,0.859128100966742,0.8151659989358896,0.7595078083291511,0.7287724370185233,0.7962330314688395,0.8456292566605682,0.8470459755097046,0.798859031246091,0.798859031246091,0.8378528480763141,0.8560635206962544,0.8547351462425163,0.8077957131089804,0.7603673887401077,0.7574508604359956,0.8111435208967153,0.8551102811173911,0.8644299707776457,0.8644299707776457,0.7776800794252747,0.8382813122307324,0.8563642779502227,0.8505533895542071,0.8564291276951262,0.8031106158255403,0.8265327005863965,0.8589804456062207,0.8477697935314343,0.7997603726169322,0.7997603726169322,0.7980659722581817,0.8388836205774672,0.8504891099703135,0.8600902169902983,0.8503725989023273,0.8233996407068683,0.8181519175080654,0.8371618913033546,0.8605036483373495,0.8605036483373495,0.8089290500993584,0.8215657244728531,0.8364785511828852,0.8141134172177849,0.8604658445316378,0.8561261653446883,0.8510944952830574,0.8211474657329704,0.829187226559297,0.8532071223614365,0.8532071223614365,0.8601858956138917,0.8139392392388496,0.8405366377598353,0.8104372572380119,0.8499683139818581,0.8213898808042147,0.8206513030446378,0.8291778761363672,0.825053563315193,0.8198833425702725,0.8198833425702725,0.8281801463506617,0.8168044813980899,0.8522638207304861
6,2019,0.8423705709577902,0.8307896374499071,0.8371592072494286,0.8514683983640631,0.8363853838373833,0.7566083107526534,0.4716206704763641,0.46510253635525445,0.8525127564946003,0.8544740918924824,0.8512687546202649,0.8392868188875207,0.8459604064564208,0.834007403610332,0.8297495917006111,0.8207756463296094,0.8449247348927649,0.8354595427191972,0.4678081008819183,0.47083393797054407,0.4713402826789697,0.45314998913856763,0.810344579685639,0.8337014264044865,0.8483296343106627,0.846632159397008,0.8310127521239873,0.8247377255275836,0.4640598597398183,0.45738111008779253,0.8136389713422988,0.47705514610249544,0.47440677540679066,0.7850073693726983,0.8463134718205437,0.860188967925169,0.8584186363511943,0.8685881594940422,0.4720250112588176,0.45074993099859345,0.46635369032949486,0.4784175076763154,0.8298484675136477,0.8298484675136477,0.8444588317713728,0.8206871758529389,0.854571301238473,0.8522336096066718,0.7937424153075393,0.7823052939832195,0.4441428583658751,0.8281080835020926,0.478754081228293,0.478754081228293,0.47799341155954866,0.8562864761667338,0.8492217529702565,0.7949538920943662,0.762376924708041,0.7826481218270089,0.8105052411978092,0.8373961515325262,0.835746432497965,0.8240605188469788,0.8240605188469788,0.8313242938874895,0.842512445473338,0.8465093220186821,0.8014076147997982,0.7828872323283725,0.7960075316485633,0.7962946779401728,0.846132532107081,0.8603505708419688,0.8603505708419688,0.802336359294568,0.8211841453881359,0.8510600455242304,0.8473262765887848,0.8565880705678102,0.8363594550543726,0.8357199014313446,0.8536617771047378,0.8448052393090595,0.7940457692538405,0.7940457692538405,0.7882686111446101,0.8241829355296918,0.8503220650944224,0.8601954536307753,0.8604144502507687,0.8533453302140013,0.8191317273067715,0.8402679789859124,0.8636502799447243,0.8636502799447243,0.8016366615971922,0.8012186244855455,0.8215774580908468,0.8591380720477856,0.8579960234171301,0.8564854815483683,0.8564298450559885,0.819211383740706,0.834728834649064,0.8597272027651126,0.8597272027651126,0.8628866954890442,0.8021720887891468,0.8355911933994299,0.8012723316914507,0.8459926701139295,0.8180589179423216,0.8261783983961736,0.8377909529541224,0.8291092825775099,0.8242440516337114,0.8242440516337114,0.8297479274898308,0.8154924181392269,0.8539492001202544
7,2020,0.876777672691488,0.8628067169639383,0.867649431994445,0.8885006772704653,0.8873562517293495,0.8906995722424075,0.8909621147713401,0.8878103022480893,0.8899220058590933,0.8932898228256719,0.8949531237544799,0.8761299842994852,0.8753859967967331,0.867300418779088,0.8914572475618668,0.8929466333457954,0.8867875423400753,0.8650668231193966,0.8760307587533099,0.8853684629102558,0.8941538257621402,0.9031671651326603,0.8360228775102694,0.8687691367759134,0.8882946649848392,0.8915743672884107,0.893825909035105,0.8906944051126614,0.8805457781388321,0.8540266396525491,0.8696078811752748,0.896900580907566,0.9021075998612862,0.7981294235089443,0.8656196716938045,0.8958712884560132,0.8958911848384952,0.8984473333202355,0.8964690879496326,0.8675757561261671,0.8793208874641335,0.9047099897917756,0.9038935406486177,0.9038935406486177,0.8631883519852056,0.8875727873895858,0.8943219002944548,0.8940403546397613,0.8779256961929467,0.8523955218153244,0.8824772035858564,0.8984376155747392,0.9048336418633206,0.9048336418633206,0.900312304004467,0.882216219544868,0.8910681846460483,0.8917361109301158,0.8789896094381562,0.8568143934861879,0.8676236705623285,0.8905175197810803,0.8928631718276798,0.8989611457823871,0.8989611457823871,0.8916393587775537,0.8918122735993308,0.8877046789289916,0.8850925391474271,0.8733461236502081,0.863713929806766,0.8936601209658525,0.8908104474221141,0.8907359004324702,0.8907359004324702,0.8920237413337277,0.8826873785482843,0.8938168207574901,0.8822033541693259,0.8838079734677206,0.8820380632183741,0.8873806755457636,0.8902681899655897,0.8876976303066504,0.8859086898947066,0.8859086898947066,0.8797184216396011,0.8687402773190189,0.8927538898758993,0.8896667997783879,0.8932784664111882,0.896621318078985,0.8796340750173492,0.8680710437136882,0.8835109506276808,0.8835109506276808,0.8834480175271772,0.8772943853943984,0.876641980662384,0.8968077607518745,0.8815621461036101,0.8942739583328995,0.8929645892994917,0.8684177419402017,0.8654000541432983,0.8774790372825549,0.8774790372825549,0.8777018019193054,0.8549619080734432,0.8611872200062393,0.8657319133648933,0.8697190198042833,0.8695953770607722,0.8709557808941111,0.8765212376441556,0.8596383839183361,0.8602410476270996,0.8602410476270996,0.8625256487291858,0.8561268606761171,0.8740458333091428
8,2021,0.8889937216637553,0.8853396316414076,0.8893538730176901,0.8940756651772177,0.8952384948714041,0.899052242438967,0.8958466880443037,0.888254947849557,0.8894193145652047,0.8963637579561171,0.9009873894563247,0.8880855749218086,0.8962781994920515,0.8918424223323943,0.8934730987295003,0.8957238657130238,0.8924765223973772,0.8786472189017992,0.8723560265166482,0.87685535851102,0.894629383565023,0.907462533697037,0.8586980123228842,0.8690946382758508,0.8939721339725549,0.895001355834378,0.897542868871141,0.8947429850860739,0.8781736190729136,0.8584777260233364,0.8615266613154055,0.8947813623139392,0.9010591550408358,0.8112566294722405,0.8649886411783532,0.8990580330516441,0.898493466151475,0.8997486725289913,0.8984589266235165,0.8743425433275714,0.886444468662765,0.9068402707487657,0.9080297428464572,0.9080297428464572,0.8628669297162429,0.8962891642825781,0.9009853675913106,0.8998106431251758,0.8901283668254627,0.8949647523600975,0.8905908032699983,0.9027710954722844,0.9083635944753733,0.9083635944753733,0.9084858748489818,0.8885599207767514,0.9025813925786947,0.9025784844593943,0.8948244257406232,0.8982083406569878,0.9054521452891268,0.903838257986268,0.9058457359043289,0.9090286687521542,0.9090286687521542,0.9084085433336424,0.9012379386181761,0.8980999677732352,0.8974012875748865,0.8913011774775889,0.9046659433757042,0.9053808259871635,0.9054597364599137,0.9075980209616146,0.9075980209616146,0.9093328666964056,0.906433786412122,0.9006375966419802,0.901187931141777,0.9004252986055705,0.8986818116692826,0.9047594000864015,0.9049768596319053,0.9052898198287282,0.9052774562307173,0.9052774562307173,0.9029064640993352,0.9001452454518333,0.897349682486042,0.9022392249171985,0.9050654185781318,0.9045486118504826,0.8989642143734929,0.898029442976364,0.8972236243344338,0.8972236243344338,0.8993956454403746,0.8992836690790122,0.9017134071656818,0.8681027817915237,0.8998261617099799,0.9039922342033405,0.9008650626310076,0.891580027961974,0.8869049033040004,0.8900189894659194,0.8900189894659194,0.8934500696722427,0.8939189215484207,0.8982416028980701,0.8788857251388618,0.8968694057454424,0.900376496200097,0.8957279922504773,0.887939704651057,0.8878447450960396,0.8894024846910629,0.8894024846910629,0.8919901957481606,0.8904967879118791,0.8918871317072399
9,2022,0.8786403238944296,0.872349256834144,0.8752695427073696,0.8828195307585159,0.8837336049913009,0.8827595850872672,0.8848714878665641,0.8778435536571373,0.8777862788087765,0.8866312401241934,0.8882660814142664,0.8731502546412462,0.8824188722446752,0.8800111028570372,0.8860358281493992,0.8883234969160618,0.8803121061003244,0.8730326023923574,0.8631871416197071,0.8666364350537102,0.884146458371558,0.8936752031155466,0.8461245181484498,0.8764282979021858,0.8886902599350668,0.8903738328938768,0.893366733694654,0.8880143043635965,0.8746329033094344,0.8528894062279522,0.8577266245726936,0.8869477831942801,0.8903842156301823,0.822025227310547,0.8721988120146544,0.8958778462248087,0.8937390644128607,0.894793430894417,0.8895908581839898,0.8704404089969072,0.8740670848428242,0.8950928263575337,0.8948897938737322,0.8948897938737322,0.8669692796633596,0.8881445458311176,0.8940016003684403,0.8929073785813338,0.8796549093897919,0.8791399680392764,0.8827588578239609,0.8900407019421898,0.8939648229850197,0.8939648229850197,0.8998242597615166,0.8858094877499741,0.891593736013695,0.8891081179886258,0.8815848913861981,0.8873215426930947,0.8939938423369787,0.8896923662860442,0.8904959148009963,0.8930369368574763,0.8930369368574763,0.8940100245187619,0.8866552831248382,0.8857977817995858,0.8848608160881501,0.883413505314765,0.8903487064509349,0.8930980564588232,0.8904757052534404,0.893904461163112,0.893904461163112,0.895739690486572,0.8893086808424929,0.8843840277888217,0.8835493247843416,0.8854369709121528,0.8841467977147817,0.8892378359031635,0.8884031509024247,0.8873270483345118,0.8885424151058521,0.8885424151058521,0.8880390843159127,0.8785615045202639,0.8774667805612704,0.882005098433225,0.8861081176374134,0.887755249396152,0.8788888720453691,0.8716142510185755,0.8756707541673175,0.8756707541673175,0.8776026976186169,0.8766329765413392,0.8832765460332352,,0.8791156200784749,0.8825975434784412,0.8859494908099973,0.8717223116299703,0.8585286554349462,0.867282569102652,0.867282569102652,0.8708980303973186,0.8743977397398643,0.8814829123104316,0.8634674222268549,0.875599693614903,0.8804176542592165,0.876228948980896,0.8654025739609885,0.8624093887331088,0.8659072198552396,0.8659072198552396,0.8706320587110654,0.873828092580149,0.8759575146297319
