,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,date
143,0.018840244,0.011847821,0.010860472,0.009712532,0.011180807,0.015238955,0.012581774,0.009299698,0.0076071345,0.00580822,0.0040948107,0.015192609,0.0067633297,0.010500231,0.009785521,0.0071886363,0.00684319,0.007816617,0.007118804,0.0075774593,0.005976377,0.0033747975,0.015039667,0.010485291,0.008372227,0.006505172,0.0025449353,-0.00038170393,0.0020286117,0.002165576,0.0022878032,0.0030874913,-0.000120296216,0.013671822,0.0051474227,0.004124177,0.0052253488,0.001622542,-0.00042669204,-0.00032743686,0.0006287285,0.000388413,0.00273124,0.00273124,0.01218356,0.009892099,0.0054781362,0.003256736,0.0006238744,0.00046569054,-0.0009480701,0.00023195712,5.755056e-05,5.755056e-05,-0.0003449016,0.0075450726,0.0025886288,0.0066232807,0.0065093734,0.0024364076,0.0015022933,0.0019645968,0.00041876317,0.0015565674,0.0015565674,0.0003170463,-3.8815044e-05,0.00043232515,0.0010552069,0.004096467,0.004504899,0.003027186,0.0032656968,0.001784839,0.001784839,-0.00016663817,0.0017815223,-0.00081211235,0.0013742984,0.0014064825,0.001953386,0.004371419,0.002775134,0.0022560433,0.0025365741,0.0025365741,0.0015138377,0.00087126414,0.004545206,0.0053846543,0.0054969173,0.004731716,0.0029357555,0.0023875057,0.0033010172,0.0033010172,0.003328849,0.0029602211,0.0024966074,0.008738566,0.007977473,0.0059269383,0.0067720124,0.0037891893,0.0031571279,0.004133532,0.004133532,0.0037358068,0.0046184775,0.0032113623,0.011112066,0.0060505196,0.0030600496,0.00707637,0.006500968,0.006750814,0.0050913785,0.0050913785,0.004045484,0.005644938,0.0054386687,2015-09-29
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-10-06
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-10-13
146,0.591244,0.59649056,0.6019042,0.6092397,0.6389527,0.5968118,0.50276047,0.5123723,0.5731441,0.59961945,0.6238267,0.64095944,0.64112955,0.64221406,0.6630852,0.71572775,0.57972026,0.51878,0.5676093,0.6130684,0.6217014,0.65571594,0.66721404,0.6877058,0.702868,0.7199228,0.72138846,0.6174874,0.5880264,0.61869174,0.6428429,0.6510433,0.6445873,0.68152547,0.71372324,0.76135546,0.74233544,0.7238981,0.6921471,0.6742118,0.65332514,0.6074999,0.5670345,0.5670345,0.70766944,0.7091104,0.7382281,0.7492208,0.73873293,0.6765733,0.68537104,0.6711977,0.6341143,0.6341143,0.4992915,0.621169,0.6217475,0.7363088,0.7085572,0.74097717,0.6972176,0.697226,0.65660506,0.5485573,0.5485573,0.45951653,0.6119633,0.6611561,0.7178827,0.68617177,0.65796113,0.67287135,0.6660615,0.52246773,0.52246773,0.41205212,0.39233765,0.6027349,0.64910144,0.64523506,0.57542187,0.5216754,0.5313926,0.5449234,0.42033163,0.42033163,0.35393998,0.31344894,0.5596066,0.579604,0.54503995,0.46481144,0.48448262,0.48571008,0.44687596,0.44687596,0.37204364,0.3166407,0.22247005,0.49450713,0.54768974,0.4930227,0.4346745,0.46867374,0.44516647,0.39793113,0.39793113,0.3466823,0.30663052,0.20614637,0.5225006,0.50677085,0.43217313,0.38418147,0.36900857,0.33513856,0.28775385,0.28775385,0.26400936,0.2682771,0.21692628,2015-10-20
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-10-27
148,0.6683557,0.6543074,0.6687165,0.7089959,0.7183959,0.70144355,0.6962066,0.70146966,0.71992207,0.69098336,0.68406427,0.68844813,0.63803715,0.6556375,0.72374696,0.72180915,0.7096704,0.7171493,0.7277292,0.7174224,0.7286158,0.73623824,0.70327854,0.7133201,0.7147724,0.71805245,0.713527,0.73783916,0.72099346,0.7166408,0.7204902,0.73132384,0.74815845,0.7056748,0.7108152,0.7263451,0.70966756,0.7154476,0.7323393,0.7230813,0.7228019,0.730555,0.76283056,0.76283056,0.71068823,0.7050811,0.7227996,0.7267104,0.7187187,0.7530203,0.74398184,0.7539287,0.7540261,0.7540261,0.7636924,0.7098456,0.70422006,0.7040327,0.71912664,0.7156588,0.74247545,0.7435151,0.7552469,0.76852584,0.76852584,0.7543365,0.7200631,0.69088334,0.6896001,0.7195588,0.7530869,0.75139606,0.73887354,0.74508464,0.74508464,0.7481968,0.7474731,0.71560556,0.70613366,0.6826437,0.738045,0.7583056,0.75579095,0.7360881,0.66855323,0.66855323,0.66218585,0.71837175,0.6844143,0.665138,0.700005,0.73548794,0.79430234,0.7686527,0.7439345,0.7439345,0.6533448,0.6963677,0.72876984,0.68622506,0.662533,0.6396371,0.65945613,0.80452245,0.76420504,0.7048501,0.7048501,0.68234277,0.70117825,0.7246664,0.68710107,0.6862264,0.6253308,0.671868,0.75665784,0.7176686,0.69093156,0.69093156,0.6863211,0.69008714,0.6878133,2015-11-03
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-10
150,0.5334907,0.62327915,0.6403043,0.71710104,0.7142196,0.71907717,0.7152284,0.7241126,0.7269661,0.68356824,0.68917537,0.6375365,0.7064307,0.7209251,0.72314733,0.7006801,0.744699,0.7320142,0.7338791,0.7200374,0.6889371,0.6692597,0.6300623,0.6612664,0.70329505,0.7230153,0.7011924,0.7310425,0.72294265,0.70211935,0.7052929,0.6667012,0.65807307,0.72971,0.74499166,0.748967,0.7334122,0.6855514,0.6827956,0.695891,0.68812215,0.6557359,0.6720923,0.6720923,0.77916235,0.7586262,0.77484447,0.7704004,0.7056246,0.70985323,0.66663843,0.6924988,0.68462354,0.68462354,0.65452933,0.7488803,0.7401231,0.7464035,0.75132364,0.70347995,0.6886455,0.6736757,0.6807474,0.6924122,0.6924122,0.67605436,0.7227933,0.6948965,0.7106656,0.732443,0.72061086,0.7057516,0.67955256,0.67515683,0.67515683,0.6892388,0.7110532,0.7017175,0.7076297,0.7065669,0.7322042,0.7405065,0.76532716,0.7618336,0.8227219,0.8227219,0.7342681,0.67051315,0.69634324,0.6986452,0.735343,0.78721046,0.87122047,1.0,1.0,1.0,0.9508138,0.8417337,0.7056533,0.71860594,0.7136821,0.75637424,0.98270893,1.0,1.0,0.941896,0.941896,0.9252428,0.92103916,0.8224626,0.63255864,0.6522831,0.678589,0.82443583,0.90179986,0.9222716,0.9023884,0.9023884,0.9133504,0.9262153,0.8594528,2015-11-17
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-24
152,0.4971133,0.48055786,0.46801376,0.4853243,0.5546533,0.5624874,0.53864336,0.5202211,0.5503809,0.5756638,0.57076293,0.5273387,0.51306844,0.53368336,0.5405321,0.55184674,0.5841198,0.587716,0.58343107,0.5786064,0.5778256,0.5821806,0.5818271,0.5702927,0.5562452,0.56308836,0.56211746,0.57308215,0.5889296,0.5827476,0.5671479,0.5579153,0.5497243,0.60353065,0.5707355,0.554039,0.5546281,0.5627449,0.5589289,0.5654097,0.56089646,0.56276864,0.55964553,0.55964553,0.5883926,0.5555925,0.55719423,0.55541974,0.5414494,0.5527284,0.54377496,0.57064486,0.5695156,0.5695156,0.5538358,0.5628112,0.5543646,0.5590909,0.5485373,0.5412698,0.55527115,0.5553418,0.54607797,0.50681925,0.50681925,0.42392844,0.5689909,0.5561083,0.5562173,0.56049484,0.5596847,0.5652428,0.5148199,0.41981253,0.41981253,0.34426937,0.40437505,0.57506603,0.57568794,0.5470401,0.5763685,0.5616634,0.56924367,0.469684,0.35143438,0.35143438,0.34541065,0.41138923,0.5785604,0.58156455,0.545315,0.53829426,0.70058036,0.9906769,0.7270914,0.7270914,0.5844656,0.46930084,0.49745047,0.5982273,0.5628934,0.4432333,0.4277314,0.6457422,0.7818294,0.706819,0.706819,0.72283405,0.61227673,0.61698234,0.5837337,0.5332488,0.4829131,0.47003928,0.5544512,0.57697994,0.6843533,0.6843533,0.70932245,0.760603,0.75066805,2015-12-01
153,0.4971133,0.48055786,0.46801376,0.4853243,0.5546533,0.5624874,0.53864336,0.5202211,0.5503809,0.5756638,0.57076293,0.5273387,0.51306844,0.53368336,0.5405321,0.55184674,0.5841198,0.587716,0.58343107,0.5786064,0.5778256,0.5821806,0.5818271,0.5702927,0.5562452,0.56308836,0.56211746,0.57308215,0.5889296,0.5827476,0.5671479,0.5579153,0.5497243,0.60353065,0.5707355,0.554039,0.5546281,0.5627449,0.5589289,0.5654097,0.56089646,0.56276864,0.55964553,0.55964553,0.5883926,0.5555925,0.55719423,0.55541974,0.5414494,0.5527284,0.54377496,0.57064486,0.5695156,0.5695156,0.5538358,0.5628112,0.5543646,0.5590909,0.5485373,0.5412698,0.55527115,0.5553418,0.54607797,0.50681925,0.50681925,0.42392844,0.5689909,0.5561083,0.5562173,0.56049484,0.5596847,0.5652428,0.5148199,0.41981253,0.41981253,0.34426937,0.40437505,0.57506603,0.57568794,0.5470401,0.5763685,0.5616634,0.56924367,0.469684,0.35143438,0.35143438,0.34541065,0.41138923,0.5785604,0.58156455,0.545315,0.53829426,0.70058036,0.9906769,0.7270914,0.7270914,0.5844656,0.46930084,0.49745047,0.5982273,0.5628934,0.4432333,0.4277314,0.6457422,0.7818294,0.706819,0.706819,0.72283405,0.61227673,0.61698234,0.5837337,0.5332488,0.4829131,0.47003928,0.5544512,0.57697994,0.6843533,0.6843533,0.70932245,0.760603,0.75066805,2015-12-08
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-15
155,0.48703134,0.42965862,0.48832467,0.50912684,0.5385151,0.5335886,0.5401755,0.51348406,0.5501576,0.5819752,0.5531622,0.52434856,0.4984582,0.5335323,0.54013026,0.5421202,0.5633159,0.58099705,0.53779215,0.5508414,0.54797435,0.54684556,0.5529695,0.54656875,0.5260989,0.5337152,0.53865916,0.53375643,0.5378503,0.546677,0.51699924,0.5108498,0.49944922,0.58697355,0.5401739,0.52608246,0.53048015,0.52120167,0.5084065,0.5293861,0.51164407,0.5218753,0.49815515,0.49815515,0.5644344,0.5221944,0.5129788,0.52040136,0.5045476,0.49938908,0.49833456,0.5223526,0.51527697,0.51527697,0.39367193,0.5264996,0.52888024,0.5122906,0.50890696,0.49931774,0.49566355,0.4963142,0.43464494,0.23970068,0.23970068,0.22139163,0.52885646,0.52509165,0.51116556,0.52840537,0.49287647,0.5020649,0.27436712,0.23346785,0.23346785,0.25606522,0.25872254,0.5355008,0.53800905,0.5044238,0.5051308,0.45387158,0.274749,0.23734885,0.20713578,0.20713578,0.25732458,0.32516223,0.54731613,0.54576826,0.4769047,0.33734646,0.30036741,0.30277315,0.3287204,0.3287204,0.321233,0.3686604,0.41072336,0.58874714,0.5427177,0.3373144,0.2803598,0.3618131,0.41524798,0.3801416,0.3801416,0.3656166,0.4343693,0.39171284,0.5886928,0.559809,0.40977645,0.42949665,0.41754717,0.44602603,0.36977863,0.36977863,0.36903724,0.39541182,0.3562176,2015-12-22
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-29
157,-0.019494869,-0.019284058,-0.01979314,-0.01990583,-0.020022053,-0.019155744,-0.019813444,-0.019891912,-0.019920103,-0.019332677,-0.019888353,-0.01811478,-0.019809179,-0.020443331,-0.021043532,-0.019807355,-0.021085326,-0.019027913,-0.01783407,-0.02015416,-0.01892647,-0.02021337,-0.018316457,-0.018095864,-0.019411542,-0.019007234,-0.018811561,-0.020437231,-0.021029398,-0.020180926,-0.018662034,-0.017982481,-0.019012643,-0.01844605,-0.018688327,-0.018596154,-0.018642604,-0.02013912,-0.01971347,-0.019777378,-0.018921768,-0.020193761,-0.019769471,-0.019769471,-0.020722646,-0.020553013,-0.019496294,-0.019708132,-0.020033833,-0.020260075,-0.020131266,-0.020299686,-0.01837526,-0.01837526,-0.019249674,-0.017140353,-0.01790945,-0.018218884,-0.01809087,-0.01835788,-0.019309945,-0.020789033,-0.0205497,-0.020087218,-0.020087218,-0.018647296,-0.017306555,-0.018491926,-0.017655129,-0.01876398,-0.01902329,-0.019627541,-0.01898225,-0.019266488,-0.019266488,-0.018805085,-0.018786738,-0.018244918,-0.016993908,-0.016268758,-0.018484233,-0.019911386,-0.018107044,-0.01987549,-0.017067766,-0.017067766,-0.017697824,-0.017601682,-0.017881386,-0.016740348,-0.017072754,-0.016957425,-0.018344799,-0.017445292,-0.018581757,-0.018581757,-0.018227013,-0.017813,-0.016289465,-0.014613052,-0.014896065,-0.016508363,-0.015921094,-0.01621117,-0.017325835,-0.016525008,-0.016525008,-0.016858222,-0.018821914,-0.017402,-0.013948828,-0.014712189,-0.015730087,-0.014935061,-0.016911903,-0.017052425,-0.01696915,-0.01696915,-0.01628336,-0.01900563,-0.016394638,2016-01-05
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-12
159,0.46745917,0.49026257,0.50780064,0.5029353,0.52080977,0.53944725,0.5470834,0.49372333,0.53507715,0.5422889,0.554975,0.5411345,0.53486663,0.5267283,0.5164737,0.5163161,0.5298855,0.54491365,0.5438137,0.52919626,0.5169809,0.5200303,0.58205557,0.53466475,0.51225996,0.50380695,0.50167286,0.5046795,0.5092999,0.51099545,0.49934295,0.4808249,0.47022754,0.6136136,0.5188267,0.49270827,0.500364,0.4867875,0.47649986,0.4900126,0.487083,0.4972665,0.50685275,0.50685275,0.5513178,0.49638754,0.4879441,0.48669976,0.4678026,0.46398893,0.4680729,0.49335384,0.51531297,0.51531297,0.5273357,0.50123763,0.49342328,0.47890183,0.47870317,0.46185485,0.47593182,0.47545728,0.48628083,0.5058383,0.5058383,0.54584485,0.51375765,0.5024815,0.48319566,0.49050885,0.48116893,0.4972177,0.49022007,0.47707823,0.47707823,0.41326827,0.6047778,0.51715183,0.52218294,0.5049034,0.49234402,0.5192313,0.5158513,0.5319646,0.12058466,0.12058466,0.64959854,0.9094391,0.5455629,0.55931854,0.54314864,0.5401846,0.49186993,0.67177385,0.9311172,0.9311172,1.0,1.0,1.0,0.5931195,0.5936594,0.5428128,0.36788425,0.500265,0.6852693,0.8536205,0.8536205,1.0,1.0,1.0,0.54922765,0.5918718,0.48432112,0.5167214,0.61031467,0.73754114,0.8762178,0.8762178,1.0,1.0,1.0,2016-01-19
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-26
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-02
162,0.0012922373,0.009515757,0.010006683,0.008712511,0.008128069,0.009116746,0.007906947,0.0056291125,0.006621231,0.0037340035,0.007494065,0.008619478,0.014868081,0.011895572,0.009788758,0.009632968,0.0062804734,0.0054412237,0.007593225,0.0077061155,0.0021436773,0.009444507,0.014671742,0.014819488,0.014186186,0.015092553,0.013552309,0.009638765,0.008379817,0.008842398,0.007834869,0.0043809554,0.004971169,0.021618813,0.019577317,0.02135181,0.021015504,0.019000994,0.013630476,0.014494675,0.017098702,0.013888006,0.010482351,0.010482351,0.018629199,0.022345923,0.022287725,0.024715941,0.027097,0.02363756,0.01913196,0.020464657,0.018037582,0.018037582,0.01777966,0.015197206,0.015256583,0.016507307,0.01614081,0.017505515,0.026218679,0.022873215,0.019819083,0.017620979,0.017620979,0.014033657,0.01620264,0.014361399,0.017142328,0.01495045,0.0059164586,0.012668635,0.014050188,0.012341683,0.012341683,0.009843703,0.005393258,0.015288756,0.009866513,0.00798699,0.013921112,0.0039691515,0.003898102,0.008809895,0.0046756617,0.0046756617,0.0022747654,0.0001860794,0.011713259,0.00910662,0.0063543404,0.006756531,0.0011875586,-0.0001614846,-0.0024582157,-0.0024582157,-0.00092562754,-0.001848736,-0.0019544861,0.008241069,0.0061132996,0.007098636,0.003622104,-0.00057768205,0.0019086224,-0.002394411,-0.002394411,-0.0048331236,-0.0015210531,-0.0043133623,0.0070053176,0.0075426297,0.0051848786,0.0040415023,-0.0002878625,0.0037645742,0.0015416307,0.0015416307,-0.0011329349,4.3269563e-05,0.004181325,2016-02-09
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-16
164,-0.0057498757,-0.008407642,-0.0076076975,-0.0074168798,-0.0035015107,-0.0025176895,-0.001996129,0.002104609,0.011338838,0.023194058,0.032721344,-0.0067247674,-0.0078749545,-0.008131249,-0.0067294287,-0.004399658,-0.0035836578,-3.1505424e-05,0.0026098213,0.013430199,0.028940378,0.03500407,-0.0042578382,-0.0054423525,-0.005973103,-0.007083145,-0.0045960383,-0.003646589,0.00030146178,0.0060393717,0.017429175,0.031664662,0.03187869,-0.0018277165,-0.0022846877,-0.0035375878,-0.005806253,-0.004234664,-0.0019230592,-0.00034953989,0.0065713185,0.019322393,0.036667317,0.036667317,-0.0010058124,-0.0023224873,-0.0034150544,-0.0046295095,-0.0028801877,-7.6576966e-05,0.0026851883,0.007840348,0.022551604,0.022551604,0.04721927,-0.0050380477,-0.005022746,-0.005876697,-0.005123904,-0.0021037494,0.0,0.0022548295,0.006667082,0.020231258,0.020231258,0.0502538,-0.004605113,-0.0040376936,-0.005931185,-0.004136641,-0.0015224636,0.0005468594,0.0055559557,0.011631645,0.011631645,0.022953013,0.049317732,-0.0020244336,-0.002611587,-0.00433837,-0.003848783,-0.0018073593,0.0026804225,0.009300266,0.020204937,0.020204937,0.034744035,0.047289554,-0.0010252041,-0.0014149436,-0.0021358123,-0.0023145343,0.0006662778,0.00426563,0.011811863,0.011811863,0.026571952,0.037113026,0.042195376,-0.0027027354,-0.0021501663,-0.0009218516,0.00063604803,0.0019169895,0.0062330235,0.01698272,0.01698272,0.03196084,0.032801196,0.039862156,-0.001224414,-0.0026374531,-0.0016045135,-1.6222224e-05,0.0024511663,0.0068592676,0.013144062,0.013144062,0.021677166,0.030088713,0.038355317,2016-02-23
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-01
166,-0.012420316,-0.012194266,-0.012530754,-0.013829815,-0.014120474,-0.013584296,-0.014298556,-0.013943757,-0.014756256,-0.015768562,-0.01581946,-0.011831984,-0.0121299755,-0.012535824,-0.013236463,-0.013402634,-0.014080051,-0.013832292,-0.014340251,-0.014562601,-0.014435639,-0.015566151,-0.011323916,-0.0113601005,-0.01211317,-0.012716874,-0.012672634,-0.013116056,-0.014464971,-0.014589762,-0.014337479,-0.016017674,-0.013702364,-0.011219841,-0.012057536,-0.01287045,-0.011878277,-0.012670702,-0.012965063,-0.013924149,-0.01348179,-0.013450412,-0.012313878,-0.012313878,-0.01070759,-0.011377592,-0.011765571,-0.011936912,-0.012338571,-0.012708652,-0.013978143,-0.013493379,-0.013266096,-0.013266096,-0.01265587,-0.011528526,-0.0124911675,-0.011852597,-0.013057644,-0.013455974,-0.014528662,-0.014147926,-0.013635082,-0.012726845,-0.012726845,-0.011859094,-0.013420041,-0.014059368,-0.014209933,-0.015261531,-0.015196409,-0.015193144,-0.013502062,-0.012859146,-0.012859146,-0.012006732,-0.012478732,-0.013669124,-0.014008792,-0.015592843,-0.015362055,-0.014402577,-0.01428615,-0.0136906095,-0.012712689,-0.012712689,-0.012213766,-0.012065718,-0.013042995,-0.01352578,-0.013597323,-0.0138448365,-0.013281407,-0.013181399,-0.012197204,-0.012197204,-0.0116544105,-0.011407219,-0.011274442,-0.012177403,-0.012940757,-0.013397996,-0.012909476,-0.012741199,-0.0125932265,-0.011639082,-0.011639082,-0.012001424,-0.012529584,-0.012108867,-0.012481446,-0.012918621,-0.012206658,-0.011656632,-0.011525684,-0.011660796,-0.011492999,-0.011492999,-0.01237937,-0.013104064,-0.011247637,2016-03-08
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-15
168,0.4137131,0.41582957,0.41120228,0.4001397,0.40172997,0.4095556,0.41424462,0.40848672,0.41510227,0.41975158,0.41777974,0.41636163,0.40582055,0.4011168,0.396687,0.40230837,0.4126043,0.41362256,0.41762894,0.42261687,0.41358578,0.41527006,0.4230707,0.39664945,0.39122635,0.38815826,0.39390317,0.3998419,0.4104893,0.40866235,0.40276325,0.38361126,0.39864758,0.42347747,0.38138902,0.37339067,0.37940872,0.38353315,0.38337654,0.3949746,0.39697063,0.40151522,0.41654956,0.41654956,0.40081418,0.37378904,0.37547696,0.3845064,0.36766788,0.3774724,0.39444807,0.40329146,0.41569847,0.41569847,0.44789612,0.3841172,0.3893465,0.3936659,0.37704208,0.3700566,0.37857938,0.40017062,0.4068718,0.429648,0.429648,0.4709716,0.39661384,0.390476,0.3883018,0.36460128,0.37839523,0.40869215,0.42857513,0.44718024,0.44718024,0.45206755,0.4762937,0.40705848,0.40875632,0.41057178,0.37196282,0.4182088,0.45060995,0.46790665,0.49672246,0.49672246,0.4931427,0.5137656,0.4168515,0.43080676,0.4432303,0.38845554,0.4408582,0.48038772,0.5125661,0.5125661,0.5496665,0.5523291,0.5504479,0.4342387,0.44380426,0.44189045,0.40051156,0.42556122,0.44941363,0.474994,0.474994,0.5045049,0.51347893,0.510632,0.42265925,0.42823926,0.4210955,0.40256095,0.4279037,0.44072914,0.45228478,0.45228478,0.4687121,0.47244883,0.47516933,2016-03-22
169,0.4137131,0.41582957,0.41120228,0.4001397,0.40172997,0.4095556,0.41424462,0.40848672,0.41510227,0.41975158,0.41777974,0.41636163,0.40582055,0.4011168,0.396687,0.40230837,0.4126043,0.41362256,0.41762894,0.42261687,0.41358578,0.41527006,0.4230707,0.39664945,0.39122635,0.38815826,0.39390317,0.3998419,0.4104893,0.40866235,0.40276325,0.38361126,0.39864758,0.42347747,0.38138902,0.37339067,0.37940872,0.38353315,0.38337654,0.3949746,0.39697063,0.40151522,0.41654956,0.41654956,0.40081418,0.37378904,0.37547696,0.3845064,0.36766788,0.3774724,0.39444807,0.40329146,0.41569847,0.41569847,0.44789612,0.3841172,0.3893465,0.3936659,0.37704208,0.3700566,0.37857938,0.40017062,0.4068718,0.429648,0.429648,0.4709716,0.39661384,0.390476,0.3883018,0.36460128,0.37839523,0.40869215,0.42857513,0.44718024,0.44718024,0.45206755,0.4762937,0.40705848,0.40875632,0.41057178,0.37196282,0.4182088,0.45060995,0.46790665,0.49672246,0.49672246,0.4931427,0.5137656,0.4168515,0.43080676,0.4432303,0.38845554,0.4408582,0.48038772,0.5125661,0.5125661,0.5496665,0.5523291,0.5504479,0.4342387,0.44380426,0.44189045,0.40051156,0.42556122,0.44941363,0.474994,0.474994,0.5045049,0.51347893,0.510632,0.42265925,0.42823926,0.4210955,0.40256095,0.4279037,0.44072914,0.45228478,0.45228478,0.4687121,0.47244883,0.47516933,2016-03-29
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-05
171,0.6079495,0.6769904,0.6944959,0.70492864,0.70065624,0.6277896,0.57315755,0.5258666,0.5127539,0.5205209,0.5396554,0.55844533,0.5996797,0.6178303,0.63488454,0.62574434,0.60292095,0.57245165,0.5242622,0.5243486,0.5416001,0.5740622,0.51261663,0.52881414,0.52586395,0.5683625,0.56880385,0.5741146,0.556698,0.5337618,0.53788126,0.57992053,0.63592964,0.4762814,0.47636336,0.5034569,0.5303338,0.5508861,0.5495967,0.5378143,0.57402587,0.62171775,0.6528477,0.6528477,0.479599,0.49227402,0.51253444,0.53354234,0.48235977,0.4785418,0.5758457,0.6218318,0.64943326,0.64943326,0.68751556,0.48551872,0.5259436,0.5385325,0.50808007,0.44413215,0.51259905,0.6551542,0.7026322,0.6917635,0.6917635,0.7228331,0.53396916,0.568766,0.53682816,0.46709928,0.4690994,0.6010362,0.6990083,0.71233064,0.71233064,0.69184244,0.7231858,0.56168723,0.6096612,0.5534968,0.46315408,0.53839296,0.6498741,0.6929994,0.71702,0.71702,0.70508295,0.6918661,0.59565663,0.6967198,0.6262099,0.5102411,0.5657022,0.6140502,0.661714,0.661714,0.70331675,0.6760179,0.6506466,0.5974283,0.67597353,0.646301,0.58426493,0.5796695,0.60917276,0.6286137,0.6286137,0.64394546,0.6442787,0.6508368,0.5687698,0.6080222,0.5897371,0.59368956,0.639269,0.62938744,0.6138986,0.6138986,0.6022266,0.60727334,0.61745536,2016-04-12
