,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,date
0,0.5177137952098727,0.5378298855017964,0.5470309267581173,0.5104503528940801,0.5360636880196344,0.5063400581170949,0.5317077401997934,0.5818000978352906,0.49118272216716585,0.38761157465163204,0.41884739261764103,0.15732226087591072,0.5193041826151915,0.5780427236182721,0.5486186773898973,0.5811959773153133,0.6449149028308306,0.5817272795716948,0.5089765366678305,0.5419483892147691,-0.212244393641711,0.5001764137075582,0.5305181099437027,0.5363886445048061,0.5529984969844794,2017-01-01
1,0.4892697053526184,0.4934936522850081,0.5106619565326351,0.47852065497603025,0.507627847353669,0.48200761281166293,0.5057446135511858,0.5546307106451654,0.4722397088128606,0.3920417747641621,0.41517668542638014,0.17894543454375422,0.49162917921857874,0.5504973751550446,0.5094863690635241,0.5484067080135067,0.6059121444668438,0.590958071913186,0.48579589749640584,0.5157626499552977,-0.1477813809608589,0.4740474516518133,0.5469251169898561,0.49436777870866894,0.5627630016071328,2017-01-08
2,0.46231443547230217,0.45205713683145504,0.4765544861478414,0.4478587448319741,0.4813797349246912,0.4589529056203696,0.4809847595445561,0.5284612469348311,0.4538331049950687,0.39647197487669217,0.4115059782351193,0.2005686082115976,0.46575088959377986,0.5240906119623109,0.47355008498285145,0.5175153711656041,0.5687272512830928,0.6003956469221792,0.46466099705504416,0.4916790019438412,-0.08331836828000672,0.4498453833838155,0.5642809860350034,0.4557022015001502,0.572921144217723,2017-01-15
3,0.4377386431886672,0.4150636739524807,0.44590885036463374,0.41962332313324446,0.45847338068374116,0.43785839452548436,0.4585117387452368,0.5038929752243427,0.43628357338796975,0.4009021749892222,0.4078352710438584,0.2221917818794411,0.4426473559804126,0.4997617582426854,0.4425078896240461,0.48983113978707826,0.5346121166484918,0.6101500967579493,0.44666607075301223,0.4708220041537277,-0.018855355599154633,0.4286057460508759,0.5827092047971711,0.4221673342484653,0.5836812143874012,2017-01-22
4,0.41643298612145657,0.3840565984594287,0.4199253839439095,0.39497309055117474,0.44006281458185864,0.4194065375092763,0.4394091117185607,0.4815271640337551,0.419911776665743,0.40533237510175224,0.40416456385259764,0.24381495554728455,0.4232966206180949,0.47845013819878246,0.4180578474632741,0.46666318689340236,0.5048186339319553,0.6203315135797713,0.4329053539995766,0.4543162155582854,0.04560765708169756,0.41136407680030607,0.6023332609943856,0.39553859832283,0.5952515016873188,2017-01-29
5,0.3992971865267531,0.3605582717709252,0.39980474836156954,0.37507422301502874,0.4272949656262744,0.4043031621350932,0.4247785694107121,0.46201741644195493,0.4051139082699254,0.4097625752142823,0.40049385666133674,0.2654381292151281,0.4087158815145073,0.4611127089869588,0.40187532947525545,0.4493327462797041,0.48060629107170105,0.6310508171781319,0.42448158994967883,0.4432945947028475,0.11007066976254953,0.3991562268583023,0.6232659133605273,0.37756931112545966,0.6078414554011602,2017-02-05
6,0.38737812947362954,0.3457877895246816,0.3867529092554404,0.36120098530572026,0.42118663471603957,0.39359200954808027,0.4159839598819637,0.4468186805066899,0.3934426861742704,0.4141927753268123,0.39682314947007585,0.2870613028829715,0.40063988439482684,0.4490295598673817,0.3953075688588747,0.4393354451647115,0.4633737500316058,0.6424308945168324,0.42262779206969775,0.4390187140926479,0.17453368244340162,0.39302258888981007,0.6454233069894988,0.36960772455090424,0.6216817770858345,2017-02-12
7,0.38184218836776856,0.3407360776355998,0.381980138959264,0.3547089656005747,0.4226406344330107,0.3885710587703347,0.4145863717644494,0.43801225831235724,0.3873548008197982,0.41862297543934235,0.39315244227881496,0.308684476550815,0.40143192524879984,0.4437638341249044,0.3994549160122947,0.4382981200945035,0.4546415850449549,0.6546036363668625,0.428678796806469,0.44285067456190697,0.23899669512425376,0.39400697242671295,0.668549359327602,0.3726472652663422,0.637021784651745,2017-02-19
8,0.3838591909494732,0.3463884900057213,0.38669683431072344,0.3569557380328331,0.43255592212838,0.39054449743350417,0.4221517103986275,0.43769612100264693,0.3893309999218727,0.4256869840769346,0.39165529401704213,0.3303076502186585,0.4134765584399577,0.4468882482934856,0.41541169233857883,0.44785081180917097,0.4559344935738957,0.6677011533764543,0.44397215040548255,0.4561552522891478,0.30345970780510584,0.40315327044240656,0.6923821628618386,0.3876693592959841,0.6541114256381781,2017-02-26
9,0.3945974458672371,0.36372462029266767,0.40211132009834816,0.36929389167206533,0.4518309407121526,0.40081286535955235,0.440239694470646,0.44796386067207755,0.40184752062026835,0.439208045067001,0.39589035025137603,0.35348638479639616,0.4391572959235213,0.4599748840550282,0.44426442617513184,0.4696158578645591,0.4687765341607449,0.681855528684573,0.4698410422528322,0.480292687047912,0.3679227204859579,0.42149969234297924,0.716659807991926,0.415654627161008,0.6732005796571147,2017-03-05
10,0.4146469842627804,0.3927355120477894,0.42864314757446875,0.39222049890087995,0.4807078021285186,0.4200506798637856,0.4693483138006239,0.46982760173234517,0.42626665007595416,0.46097031136306593,0.4079352409375132,0.3804478046288467,0.4795277311519056,0.48378587032446463,0.4857622311034391,0.5038936061490047,0.4938766228592575,0.6971941243998571,0.5065426741282851,0.5155028897020553,0.43238573316681006,0.44910905644762,0.7411177221317486,0.4565560178104014,0.6944524637526562,2017-03-12
11,0.4431507225722695,0.4313111942319448,0.46473799598322624,0.424414360038272,0.517486671832178,0.4476019415662806,0.507719013169109,0.5018066574821913,0.46138299180058906,0.492757935918654,0.4298675960311499,0.4121992548683969,0.5317065060022556,0.516686854646207,0.5368117467647163,0.5481747143163347,0.5295318390484833,0.713834268790945,0.5518540684173878,0.5594433838646724,0.49674620900777916,0.4839711340018167,0.7654834534753188,0.5072858142701501,0.7177738784988189,2017-03-19
12,0.4790288927532265,0.477072945842363,0.5085378017781126,0.4643216922726022,0.5601102641429675,0.4826404588785169,0.5533045928131712,0.5420703043067474,0.5056305988994809,0.5360223288316177,0.4634629065537924,0.4497480806674333,0.5920879618038766,0.556602367886011,0.593956019528851,0.599590440256209,0.573595319001344,0.7318920066541243,0.6032039843196627,0.609409078084161,0.5602489319389613,0.5238105237347976,0.7894830999006376,0.5641966088173962,0.7430244262802113,2017-03-26
