,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,date
0,0.4205441757806142,0.4093100447210477,0.3420096807538057,0.38079878801244393,0.3560372001842659,0.35217141840250593,0.3673159646264306,0.4082607394452086,0.39777117521521155,0.39667245372922155,0.4460585396534854,0.433765023790725,0.39178292923210084,0.3785640951042654,0.39255522779584606,2017-01-01
1,0.39823463576005097,0.39214241933047395,0.3308514747526521,0.3635203613618394,0.3402178293711061,0.33646449557722435,0.35340001323503023,0.39131326316286075,0.3810610391043846,0.3786337566784014,0.4261250152228689,0.41195521021001913,0.3732431013771062,0.36588228829912095,0.3728667242431545,2017-01-08
2,0.3765890980566811,0.3751032200931353,0.32013458856875077,0.3468214368203693,0.3249215278288381,0.32137373277767933,0.33969132920487366,0.3746853080223835,0.36476009090856276,0.36092544755643724,0.4067822189576926,0.39041812136473586,0.355584650531901,0.3537173475637128,0.35368514555582087,2017-01-15
3,0.356359503476701,0.3585495670173699,0.3100934018759649,0.3309302724185105,0.31045696380864074,0.30753837113268123,0.3265274423725134,0.3587686206425752,0.349205866863094,0.3441073916982095,0.388363943804407,0.3696855854291001,0.3392885097958659,0.34236225364537537,0.3355131612033817,2017-01-22
4,0.3382977928263068,0.34283858011151597,0.3009622943481576,0.3160751261867396,0.2971328055616929,0.29559765177104025,0.3142458825745019,0.34395494764223444,0.33473590320332625,0.3287394544385983,0.3712039827094621,0.3502894305773369,0.3248356122683811,0.33210998729144287,0.31885344065537324,2017-01-29
5,0.3231455482185165,0.32834306263823443,0.2929901752666035,0.30251273347454943,0.28527519261023027,0.28618944122113277,0.3032110412811141,0.3306474512246824,0.3217029196623777,0.31539341522318065,0.3556541528807242,0.33277357741850916,0.3127117825265976,0.32326581091244355,0.30421380143532295,2017-02-05
6,0.31145452388110534,0.3157232208125171,0.28669221574704085,0.29093587336838744,0.27553043366965696,0.2799264158170771,0.29427956193262267,0.3194584895054482,0.3107378806537191,0.3048593851344628,0.34239657452555294,0.3179035460716919,0.30348225744854296,0.3163600541268246,0.292196401557921,2017-02-12
7,0.3036101905117333,0.30589101720969386,0.28281682428080834,0.28237814914108944,0.2688252960592666,0.27739918603886204,0.2887392859209242,0.31118366994050023,0.30271548457977593,0.29811872721605337,0.3324027033653887,0.3066389711758035,0.29777675245505997,0.31212019867216617,0.2834860384766486,2017-02-19
8,0.2999923948864155,0.2997669291271663,0.282120297745569,0.2778822343649219,0.26609603256700787,0.2791976160710701,0.28789263830408773,0.306624797712854,0.2985186732381856,0.2961592728974731,0.32665378081878244,0.299946052571072,0.2962268470021685,0.3112803942228505,0.27877030461649277,2017-02-26
9,0.30098091282578415,0.29827114308810376,0.28535869983865964,0.278488871338071,0.2682786218893647,0.2859113060192607,0.29304164067704824,0.3065834084763278,0.29903010893738285,0.29996849278265625,0.32613071461896825,0.29879069865468205,0.2994630475524411,0.3145746089325072,0.27873655999943914,2017-03-05
